cell_id,pool,H,sel,pos,exit,family,total_signals,entered,n_trades,dropped_slot_full,dropped_limitup,dropped_no_quote,dropped_cash,truncated_no_next,truncated_window,truncated_exhausted,deferred_exits,open_at_end,vol_fallback_mid,p3_atr_fallback,p4_atr_fallback,e4_lot_skip,e7_atr_missing,exits_E0,exits_tp,exits_sl,exits_horizon,exits_trail_tp,exits_scale_out,exits_breakeven_sl,exits_time_stop,exits_chandelier_sl,neg_equity_idx_days,neg_equity_cash_days,signal_days,signal_days_burst,signal_max,p5_days_diluted,p5_days_cashbound,p6_days_diluted,p6_days_cashbound,coverage,capital_utilization,final_equity_cash,final_equity_idx,annualized_cash,annualized_idx,bench_annualized,excess_cash,excess_idx,per_cash,per_idx,sharpe_cash,sharpe_idx,maxdd_cash,maxdd_idx,cluster_t,passed,runtime_sec
v6-5__H120__S2__P7K5__E1_A5,v6-5,120,S2,P7K5,E1_A5,E1,1883,232,227,1636,10,0,5,0,0,5,70,5,0,0,0,0,0,0,93,129,5,0,0,0,0,0,0,0,511,20,212,,,,,0.123208,0.546886,733352.836629,1176817.981956,-0.021242,0.011336,0.031245,-0.052486,-0.019909,-0.095973,-0.036404,-0.010788,0.162542,-0.476553,-0.624951,0.270725,False,0.049000
v6-5__H120__S2__P7K5__E1_A6,v6-5,120,S2,P7K5,E1_A6,E1,1883,220,215,1654,9,0,0,0,1,4,66,5,0,0,0,0,0,0,99,110,6,0,0,0,0,0,0,0,511,20,212,,,,,0.116835,0.617494,1162841.001658,1693603.274019,0.010499,0.037148,0.031245,-0.020745,0.005904,-0.033596,0.009561,0.148636,0.274571,-0.408776,-0.583873,0.367720,False,0.064000
v6-5__H120__S2__P7K5__E1_A7,v6-5,120,S2,P7K5,E1_A7,E1,1883,261,257,1613,9,0,0,0,0,4,42,4,0,0,0,0,0,0,80,172,5,0,0,0,0,0,0,0,511,20,212,,,,,0.138609,0.602675,1239902.201512,1965718.275631,0.014998,0.047902,0.031245,-0.016246,0.016658,-0.026957,0.027639,0.173193,0.323867,-0.464593,-0.581858,0.581215,False,0.043000
v6-5__H120__S2__P7K5__E1_A8,v6-5,120,S2,P7K5,E1_A8,E1,1883,231,227,1643,9,0,0,0,0,4,57,4,0,0,0,0,0,0,89,130,8,0,0,0,0,0,0,0,511,20,212,,,,,0.122677,0.615665,1949377.442271,2749842.361538,0.047297,0.072540,0.031245,0.016052,0.041296,0.026073,0.067075,0.357453,0.429255,-0.364556,-0.540540,1.252077,False,0.049000
v6-5__H120__S2__P7K5__E1_A9,v6-5,120,S2,P7K5,E1_A9,E1,1883,202,198,1674,7,0,0,0,0,4,55,4,0,0,0,0,0,0,89,102,7,0,0,0,0,0,0,0,511,20,212,,,,,0.107276,0.642240,2001619.102295,2558918.515243,0.049216,0.067210,0.031245,0.017971,0.035966,0.027982,0.056001,0.404697,0.406854,-0.309996,-0.510892,1.391104,False,0.051000
v6-5__H120__S2__P7K5__E2_B1,v6-5,120,S2,P7K5,E2_B1,E2,1883,248,243,1597,10,0,28,0,1,4,76,5,45,0,0,0,0,0,93,143,7,0,0,0,0,0,0,0,511,20,212,,,,,0.131705,0.445292,610808.354891,1078521.113288,-0.033553,0.005247,0.031245,-0.064798,-0.025998,-0.145517,-0.058383,-0.015151,0.146099,-0.606924,-0.693052,-0.113311,False,0.117000
v6-5__H120__S2__P7K5__E2_B10,v6-5,120,S2,P7K5,E2_B10,E2,1883,261,256,1608,7,0,7,0,0,5,62,5,40,0,0,0,0,0,119,135,2,0,0,0,0,0,0,0,511,20,212,,,,,0.138609,0.566935,1208873.610990,1733274.622938,0.013219,0.038812,0.031245,-0.018026,0.007567,-0.031795,0.013348,0.165225,0.281881,-0.465854,-0.531924,0.633253,False,0.067000
v6-5__H120__S2__P7K5__E2_B11,v6-5,120,S2,P7K5,E2_B11,E2,1883,220,216,1602,8,0,53,0,0,4,57,4,49,0,0,0,0,0,75,131,10,0,0,0,0,0,0,0,511,20,212,,,,,0.116835,0.423003,817743.831782,1452911.251563,-0.013833,0.026200,0.031245,-0.045078,-0.005045,-0.106566,-0.011926,0.079672,0.228604,-0.706824,-0.708254,0.276304,False,0.111000
v6-5__H120__S2__P7K5__E2_B12,v6-5,120,S2,P7K5,E2_B12,E2,1883,155,151,1466,10,0,252,0,0,4,54,4,66,0,0,0,0,0,37,102,12,0,0,0,0,0,0,0,511,20,212,,,,,0.082315,0.234440,61946.044309,722798.207979,-0.175159,-0.022223,0.031245,-0.206404,-0.053468,-0.880413,-0.228067,-0.490649,0.020588,-0.953737,-0.791460,-1.785990,False,0.086000
v6-5__H120__S2__P7K5__E2_B13,v6-5,120,S2,P7K5,E2_B13,E2,1883,285,280,1544,11,0,43,0,0,5,48,5,27,0,0,0,0,0,88,188,4,0,0,0,0,0,0,0,511,20,212,,,,,0.151354,0.435188,561452.984588,826605.235114,-0.039174,-0.013097,0.031245,-0.070418,-0.044341,-0.161812,-0.101890,-0.091910,0.063472,-0.610688,-0.732121,-0.489056,False,0.073000
v6-5__H120__S2__P7K5__E2_B14,v6-5,120,S2,P7K5,E2_B14,E2,1883,213,208,1661,9,0,0,0,1,4,64,5,45,0,0,0,0,0,94,106,8,0,0,0,0,0,0,0,511,20,212,,,,,0.113117,0.623574,1306344.276482,1709265.543946,0.018673,0.037809,0.031245,-0.012572,0.006565,-0.020161,0.010528,0.193531,0.277711,-0.353907,-0.551234,0.524225,False,0.111000
v6-5__H120__S2__P7K5__E2_B18,v6-5,120,S2,P7K5,E2_B18,E2,1883,169,164,1613,7,0,94,0,0,5,47,5,42,0,0,0,0,0,64,95,5,0,0,0,0,0,0,0,511,20,212,,,,,0.089750,0.408580,308883.611814,743136.534483,-0.078112,-0.020343,0.031245,-0.109357,-0.051588,-0.267651,-0.126261,-0.298156,0.012514,-0.801594,-0.773484,-0.779783,False,0.071000
v6-5__H120__S2__P7K5__E2_B19,v6-5,120,S2,P7K5,E2_B19,E2,1883,143,139,1457,11,0,272,0,0,4,46,4,57,0,0,0,0,0,39,89,11,0,0,0,0,0,0,0,511,20,212,,,,,0.075943,0.341489,230695.548936,835091.558338,-0.096553,-0.012399,0.031245,-0.127797,-0.043643,-0.374236,-0.127803,-0.429932,0.046191,-0.828719,-0.739355,-0.802727,False,0.120000
v6-5__H120__S2__P7K5__E2_B2,v6-5,120,S2,P7K5,E2_B2,E2,1883,239,234,1615,10,0,19,0,1,4,76,5,44,0,0,0,0,0,92,136,6,0,0,0,0,0,0,0,511,20,212,,,,,0.126925,0.555882,718944.222147,1174204.934374,-0.022585,0.011180,0.031245,-0.053830,-0.020065,-0.096837,-0.036095,0.000445,0.163785,-0.512903,-0.642130,0.068623,False,0.074000
v6-5__H120__S2__P7K5__E2_B20,v6-5,120,S2,P7K5,E2_B20,E2,1883,247,242,1624,12,0,0,0,1,4,69,5,46,0,0,0,0,0,102,135,5,0,0,0,0,0,0,0,511,20,212,,,,,0.131174,0.583627,1369259.650554,2004550.234462,0.021996,0.049322,0.031245,-0.009249,0.018078,-0.015847,0.030975,0.210455,0.327180,-0.401913,-0.541538,0.659814,False,0.050000
v6-5__H120__S2__P7K5__E2_B3,v6-5,120,S2,P7K5,E2_B3,E2,1883,249,244,1622,12,0,0,0,1,4,74,5,46,0,0,0,0,0,98,140,6,0,0,0,0,0,0,0,511,20,212,,,,,0.132236,0.595945,1049720.671170,1544629.252522,0.003365,0.030558,0.031245,-0.027880,-0.000687,-0.046782,-0.001152,0.112327,0.246510,-0.423795,-0.572418,0.299318,False,0.068000
v6-5__H120__S2__P7K5__E2_B4,v6-5,120,S2,P7K5,E2_B4,E2,1883,248,243,1597,10,0,28,0,1,4,76,5,45,0,0,0,0,0,93,143,7,0,0,0,0,0,0,0,511,20,212,,,,,0.131705,0.445292,610808.354891,1078521.113288,-0.033553,0.005247,0.031245,-0.064798,-0.025998,-0.145517,-0.058383,-0.015151,0.146099,-0.606924,-0.693052,-0.113311,False,0.117000
v6-5__H120__S2__P7K5__E2_B5,v6-5,120,S2,P7K5,E2_B5,E2,1883,248,243,1597,10,0,28,0,1,4,76,5,45,0,0,0,0,0,93,143,7,0,0,0,0,0,0,0,511,20,212,,,,,0.131705,0.445292,610808.354891,1078521.113288,-0.033553,0.005247,0.031245,-0.064798,-0.025998,-0.145517,-0.058383,-0.015151,0.146099,-0.606924,-0.693052,-0.113311,False,0.116000
v6-5__H120__S2__P7K5__E2_B6,v6-5,120,S2,P7K5,E2_B6,E2,1883,244,239,1627,12,0,0,0,1,4,69,5,46,0,0,0,0,0,100,133,6,0,0,0,0,0,0,0,511,20,212,,,,,0.129580,0.584393,1329439.427695,1983825.447009,0.019910,0.048568,0.031245,-0.011335,0.017323,-0.019396,0.029643,0.199108,0.325028,-0.401913,-0.545413,0.614040,False,0.067000
v6-5__H120__S2__P7K5__E2_B7,v6-5,120,S2,P7K5,E2_B7,E2,1883,178,175,1421,15,0,269,0,0,3,50,3,42,0,0,0,0,0,63,105,7,0,0,0,0,0,0,0,511,20,212,,,,,0.094530,0.298829,156911.157602,691002.909864,-0.120341,-0.025264,0.031245,-0.151585,-0.056508,-0.507264,-0.189099,-0.320696,0.007517,-0.914026,-0.805425,-1.219624,False,0.105000
v6-5__H120__S2__P7K5__E2_B8,v6-5,120,S2,P7K5,E2_B8,E2,1883,214,209,1618,9,0,42,0,0,5,69,5,47,0,0,0,0,0,78,123,8,0,0,0,0,0,0,0,511,20,212,,,,,0.113648,0.414495,420743.559878,826473.050258,-0.058175,-0.013108,0.031245,-0.089419,-0.044352,-0.215730,-0.107004,-0.138112,0.061819,-0.695159,-0.727716,-0.590252,False,0.110000
v6-5__H120__S2__P7K5__E2_B9,v6-5,120,S2,P7K5,E2_B9,E2,1883,219,214,1629,6,0,29,0,0,5,48,5,44,0,0,0,0,0,89,119,6,0,0,0,0,0,0,0,511,20,212,,,,,0.116304,0.538939,894183.770488,1426467.881836,-0.007713,0.024896,0.031245,-0.038958,-0.006349,-0.072286,-0.011780,0.075262,0.222117,-0.513405,-0.617812,0.360745,False,0.106000
v6-5__H120__S2__P7K5__E3,v6-5,120,S2,P7K5,E3,E3,1883,281,276,1576,8,0,18,0,0,5,2425,5,0,0,0,0,0,0,0,0,1,275,0,0,0,0,0,0,511,20,212,,,,,0.149230,0.409716,659591.900220,1133610.729519,-0.028398,0.008720,0.031245,-0.059643,-0.022525,-0.145571,-0.054976,-0.048148,0.153173,-0.448148,-0.578584,-0.822476,False,0.047000
v6-5__H120__S2__P7K5__E4,v6-5,120,S2,P7K5,E4,E4,1883,136,237,1743,4,0,0,0,0,5,1566,5,0,0,0,0,0,0,0,0,28,103,106,0,0,0,0,0,511,20,212,,,,,0.072225,0.545742,1087053.881446,1302270.067232,0.005796,0.018453,0.031245,-0.025449,-0.012792,-0.046632,-0.023439,0.112375,0.193682,-0.441583,-0.598974,3.581949,False,0.047000
v6-5__H120__S2__P7K5__E5,v6-5,120,S2,P7K5,E5,E5,1883,160,155,1521,9,0,193,0,0,5,2606,5,0,0,0,0,0,0,0,0,20,0,0,135,0,0,0,0,511,20,212,,,,,0.084971,0.260711,112527.863547,837620.709941,-0.140357,-0.012192,0.031245,-0.171602,-0.043437,-0.658206,-0.166608,-0.250559,0.067458,-0.932142,-0.751655,-2.598529,False,0.085000
v6-5__H120__S2__P7K5__E6,v6-5,120,S2,P7K5,E6,E6,1883,135,130,1707,4,0,37,0,0,5,1376,5,0,0,0,0,0,0,0,0,56,0,0,0,74,0,0,0,511,20,212,,,,,0.071694,0.368655,258514.380182,403499.645875,-0.089404,-0.060899,0.031245,-0.120648,-0.092144,-0.327266,-0.249946,-0.087630,-0.048942,-0.887358,-0.874333,-0.645263,False,0.060000
v6-5__H120__S2__P7K5__E7,v6-5,120,S2,P7K5,E7,E7,1883,199,194,1660,3,0,21,0,0,5,888,5,0,0,0,0,0,0,0,0,2,0,0,0,0,192,0,0,511,20,212,,,,,0.105682,0.584949,966172.220476,1521742.784129,-0.002380,0.029494,0.031245,-0.033624,-0.001751,-0.057482,-0.002993,0.126270,0.242495,-0.599915,-0.669888,-0.024815,False,0.053000
v6-5__H120__S2__P7K7__E0,v6-5,120,S2,P7K7,E0,E0,1883,98,91,1783,2,0,0,0,0,7,6,7,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,511,20,212,,,,,0.052045,0.541600,268303.396075,600624.336077,-0.087058,-0.034677,0.031245,-0.118302,-0.065922,-0.218431,-0.121717,-0.180440,0.012437,-0.882945,-0.807801,-0.769366,False,0.039000
v6-5__H120__S2__P7K7__E1_A1,v6-5,120,S2,P7K7,E1_A1,E1,1883,411,404,1458,14,0,0,0,2,5,62,7,0,0,0,0,0,0,162,238,4,0,0,0,0,0,0,0,511,20,212,,,,,0.218269,0.485121,1266742.370144,1712885.241050,0.016504,0.037961,0.031245,-0.014740,0.006717,-0.030385,0.013846,0.185958,0.281509,-0.333979,-0.529032,0.573527,False,0.056000
v6-5__H120__S2__P7K7__E1_A10,v6-5,120,S2,P7K7,E1_A10,E1,1883,290,283,1457,11,0,125,0,0,7,51,7,0,0,0,0,0,0,66,204,13,0,0,0,0,0,0,0,511,20,212,,,,,0.154010,0.405078,479362.820543,972638.455070,-0.049631,-0.001919,0.031245,-0.080876,-0.033163,-0.199655,-0.081869,-0.132885,0.106671,-0.647773,-0.695691,-0.636280,False,0.073000
v6-5__H120__S2__P7K7__E1_A11,v6-5,120,S2,P7K7,E1_A11,E1,1883,288,282,1579,9,0,7,0,0,6,76,6,0,0,0,0,0,0,89,174,19,0,0,0,0,0,0,0,511,20,212,,,,,0.152947,0.613759,1341954.215668,1978978.466939,0.020571,0.048390,0.031245,-0.010673,0.017145,-0.017390,0.027935,0.202411,0.323784,-0.450873,-0.606468,0.804023,False,0.068000
v6-5__H120__S2__P7K7__E1_A12,v6-5,120,S2,P7K7,E1_A12,E1,1883,271,265,1606,6,0,0,0,0,6,66,6,0,0,0,0,0,0,101,139,25,0,0,0,0,0,0,0,511,20,212,,,,,0.143919,0.609210,2068460.307153,2813153.079041,0.051605,0.074232,0.031245,0.020360,0.042987,0.033420,0.070562,0.393621,0.428741,-0.377576,-0.559209,1.689151,False,0.070000
v6-5__H120__S2__P7K7__E1_A2,v6-5,120,S2,P7K7,E1_A2,E1,1883,358,351,1512,13,0,0,0,1,6,76,7,0,0,0,0,0,0,166,180,5,0,0,0,0,0,0,0,511,20,212,,,,,0.190122,0.536637,1351805.012543,1897844.397622,0.021088,0.045356,0.031245,-0.010156,0.014111,-0.018926,0.026296,0.212370,0.315117,-0.378201,-0.522713,0.798266,False,0.092000
v6-5__H120__S2__P7K7__E1_A3,v6-5,120,S2,P7K7,E1_A3,E1,1883,313,306,1563,7,0,0,0,1,6,56,7,0,0,0,0,0,0,160,137,9,0,0,0,0,0,0,0,511,20,212,,,,,0.166224,0.568593,1520634.343541,2086612.124286,0.029442,0.052241,0.031245,-0.001803,0.020996,-0.003171,0.036927,0.267164,0.344058,-0.346316,-0.484155,0.989957,False,0.060000
v6-5__H120__S2__P7K7__E1_A4,v6-5,120,S2,P7K7,E1_A4,E1,1883,378,371,1490,15,0,0,0,1,6,63,7,0,0,0,0,0,0,138,229,4,0,0,0,0,0,0,0,511,20,212,,,,,0.200743,0.517767,1667280.506351,2052842.775151,0.036024,0.051053,0.031245,0.004779,0.019808,0.009231,0.038258,0.327846,0.338923,-0.247265,-0.533000,1.369382,False,0.056000
v6-5__H120__S2__P7K7__E1_A5,v6-5,120,S2,P7K7,E1_A5,E1,1883,336,329,1533,14,0,0,0,1,6,90,7,0,0,0,0,0,0,140,183,6,0,0,0,0,0,0,0,511,20,212,,,,,0.178439,0.544939,1515311.543658,2007808.570653,0.029192,0.049440,0.031245,-0.002053,0.018196,-0.003767,0.033390,0.265932,0.331117,-0.329407,-0.577672,0.987801,False,0.048000
v6-5__H120__S2__P7K7__E1_A6,v6-5,120,S2,P7K7,E1_A6,E1,1883,299,292,1575,9,0,0,0,1,6,80,7,0,0,0,0,0,0,140,141,11,0,0,0,0,0,0,0,511,20,212,,,,,0.158789,0.571502,1670799.360333,2245723.495733,0.036175,0.057608,0.031245,0.004931,0.026363,0.008628,0.046130,0.314900,0.366150,-0.316968,-0.520958,1.319466,False,0.062000
v6-5__H120__S2__P7K7__E1_A7,v6-5,120,S2,P7K7,E1_A7,E1,1883,371,365,1492,13,0,7,0,0,6,57,6,0,0,0,0,0,0,111,246,8,0,0,0,0,0,0,0,511,20,212,,,,,0.197026,0.543919,1211696.083872,1867319.874873,0.013383,0.044183,0.031245,-0.017862,0.012939,-0.032839,0.023788,0.163973,0.307013,-0.426313,-0.621260,0.718678,False,0.115000
v6-5__H120__S2__P7K7__E1_A8,v6-5,120,S2,P7K7,E1_A8,E1,1883,313,307,1559,11,0,0,0,0,6,77,6,0,0,0,0,0,0,120,176,11,0,0,0,0,0,0,0,511,20,212,,,,,0.166224,0.584635,1950189.501032,2734742.220333,0.047327,0.072132,0.031245,0.016082,0.040887,0.027508,0.069936,0.402823,0.433665,-0.291409,-0.533970,1.597777,False,0.058000
v6-5__H120__S2__P7K7__E1_A9,v6-5,120,S2,P7K7,E1_A9,E1,1883,282,276,1594,7,0,0,0,0,6,64,6,0,0,0,0,0,0,124,138,14,0,0,0,0,0,0,0,511,20,212,,,,,0.149761,0.593746,2196584.069222,2942254.088774,0.055989,0.077574,0.031245,0.024745,0.046329,0.041675,0.078029,0.463146,0.451866,-0.269346,-0.492301,1.969172,False,0.067000
v6-5__H120__S2__P7K7__E2_B1,v6-5,120,S2,P7K7,E2_B1,E2,1883,335,328,1537,11,0,0,0,1,6,94,7,54,0,0,0,0,0,132,185,11,0,0,0,0,0,0,0,511,20,212,,,,,0.177908,0.515130,1327758.710871,1756119.445281,0.019820,0.039754,0.031245,-0.011424,0.008510,-0.022177,0.016519,0.202538,0.286650,-0.349687,-0.597113,0.744168,False,0.084000
v6-5__H120__S2__P7K7__E2_B10,v6-5,120,S2,P7K7,E2_B10,E2,1883,349,342,1521,13,0,0,0,1,6,70,7,48,0,0,0,0,0,163,174,5,0,0,0,0,0,0,0,511,20,212,,,,,0.185343,0.541211,1571131.119222,2114687.430758,0.031772,0.053215,0.031245,0.000528,0.021970,0.000975,0.040595,0.288979,0.350133,-0.317026,-0.490957,1.178164,False,0.080000
v6-5__H120__S2__P7K7__E2_B11,v6-5,120,S2,P7K7,E2_B11,E2,1883,300,294,1574,9,0,0,0,0,6,83,6,52,0,0,0,0,0,104,177,13,0,0,0,0,0,0,0,511,20,212,,,,,0.159320,0.589835,1240761.914003,1858579.513030,0.015047,0.043844,0.031245,-0.016198,0.012600,-0.027461,0.021361,0.172932,0.305038,-0.465765,-0.621309,0.609775,False,0.145000
v6-5__H120__S2__P7K7__E2_B12,v6-5,120,S2,P7K7,E2_B12,E2,1883,259,252,1509,10,0,105,0,0,7,70,7,77,0,0,0,0,0,70,161,21,0,0,0,0,0,0,0,511,20,212,,,,,0.137546,0.455867,518658.619610,1173858.354629,-0.044433,0.011159,0.031245,-0.075678,-0.020085,-0.166009,-0.044060,-0.090249,0.163971,-0.725263,-0.698611,-0.096214,False,0.156000
v6-5__H120__S2__P7K7__E2_B13,v6-5,120,S2,P7K7,E2_B13,E2,1883,374,367,1495,14,0,0,0,1,6,62,7,31,0,0,0,0,0,126,236,5,0,0,0,0,0,0,0,511,20,212,,,,,0.198619,0.518349,1270516.169045,1736314.360252,0.016714,0.038938,0.031245,-0.014531,0.007694,-0.028033,0.014842,0.184617,0.284259,-0.368419,-0.616125,0.717956,False,0.125000
v6-5__H120__S2__P7K7__E2_B14,v6-5,120,S2,P7K7,E2_B14,E2,1883,290,283,1584,9,0,0,0,1,6,70,7,51,0,0,0,0,0,132,137,14,0,0,0,0,0,0,0,511,20,212,,,,,0.154010,0.586986,1739458.427853,2283515.149803,0.039068,0.058830,0.031245,0.007824,0.027586,0.013329,0.046996,0.330928,0.369321,-0.322210,-0.502379,1.354358,False,0.149000
v6-5__H120__S2__P7K7__E2_B18,v6-5,120,S2,P7K7,E2_B18,E2,1883,327,320,1542,14,0,0,0,1,6,89,7,51,0,0,0,0,0,129,181,10,0,0,0,0,0,0,0,511,20,212,,,,,0.173659,0.556007,1037853.028368,1484346.955100,0.002576,0.027722,0.031245,-0.028669,-0.003523,-0.051562,-0.006336,0.104405,0.234727,-0.458759,-0.627127,0.439551,False,0.090000
v6-5__H120__S2__P7K7__E2_B19,v6-5,120,S2,P7K7,E2_B19,E2,1883,281,275,1578,10,0,14,0,0,6,68,6,76,0,0,0,0,0,84,172,19,0,0,0,0,0,0,0,511,20,212,,,,,0.149230,0.588801,1172696.954255,1814905.550586,0.011090,0.042127,0.031245,-0.020155,0.010882,-0.034230,0.018482,0.154127,0.296294,-0.487216,-0.613204,0.667061,False,0.083000
v6-5__H120__S2__P7K7__E2_B2,v6-5,120,S2,P7K7,E2_B2,E2,1883,323,316,1548,12,0,0,0,1,6,92,7,50,0,0,0,0,0,128,178,10,0,0,0,0,0,0,0,511,20,212,,,,,0.171535,0.561487,1297259.997526,1708255.752404,0.018181,0.037767,0.031245,-0.013064,0.006522,-0.023266,0.011616,0.193412,0.279260,-0.338587,-0.581266,0.689143,False,0.121000
v6-5__H120__S2__P7K7__E2_B20,v6-5,120,S2,P7K7,E2_B20,E2,1883,328,321,1541,14,0,0,0,1,6,91,7,50,0,0,0,0,0,138,175,8,0,0,0,0,0,0,0,511,20,212,,,,,0.174190,0.541557,1682510.020101,2227912.591666,0.036676,0.057025,0.031245,0.005432,0.025780,0.010030,0.047604,0.330118,0.365473,-0.282664,-0.527986,1.319611,False,0.135000
v6-5__H120__S2__P7K7__E2_B3,v6-5,120,S2,P7K7,E2_B3,E2,1883,329,322,1540,14,0,0,0,1,6,90,7,50,0,0,0,0,0,134,179,9,0,0,0,0,0,0,0,511,20,212,,,,,0.174721,0.558822,1468361.794068,1936949.593097,0.026952,0.046833,0.031245,-0.004293,0.015589,-0.007682,0.027895,0.250909,0.319485,-0.311844,-0.582929,0.898383,False,0.124000
v6-5__H120__S2__P7K7__E2_B4,v6-5,120,S2,P7K7,E2_B4,E2,1883,335,328,1537,11,0,0,0,1,6,94,7,54,0,0,0,0,0,132,185,11,0,0,0,0,0,0,0,511,20,212,,,,,0.177908,0.515130,1327758.710871,1756119.445281,0.019820,0.039754,0.031245,-0.011424,0.008510,-0.022177,0.016519,0.202538,0.286650,-0.349687,-0.597113,0.744168,False,0.094000
v6-5__H120__S2__P7K7__E2_B5,v6-5,120,S2,P7K7,E2_B5,E2,1883,335,328,1537,11,0,0,0,1,6,94,7,54,0,0,0,0,0,132,185,11,0,0,0,0,0,0,0,511,20,212,,,,,0.177908,0.515130,1327758.710871,1756119.445281,0.019820,0.039754,0.031245,-0.011424,0.008510,-0.022177,0.016519,0.202538,0.286650,-0.349687,-0.597113,0.744168,False,0.084000
v6-5__H120__S2__P7K7__E2_B6,v6-5,120,S2,P7K7,E2_B6,E2,1883,325,318,1544,14,0,0,0,1,6,93,7,51,0,0,0,0,0,135,175,8,0,0,0,0,0,0,0,511,20,212,,,,,0.172597,0.544740,1556944.878851,2133877.411232,0.031125,0.053874,0.031245,-0.000120,0.022629,-0.000220,0.041542,0.284609,0.352065,-0.314130,-0.547281,1.116017,False,0.134000
v6-5__H120__S2__P7K7__E2_B7,v6-5,120,S2,P7K7,E2_B7,E2,1883,321,314,1523,10,0,29,0,1,6,100,7,54,0,0,0,0,0,118,183,13,0,0,0,0,0,0,0,511,20,212,,,,,0.170473,0.445110,714373.841824,1134487.684741,-0.023017,0.008774,0.031245,-0.054261,-0.022471,-0.121905,-0.050483,-0.008006,0.156456,-0.603950,-0.678890,-0.213888,False,0.127000
v6-5__H120__S2__P7K7__E2_B8,v6-5,120,S2,P7K7,E2_B8,E2,1883,335,328,1537,11,0,0,0,2,5,77,7,55,0,0,0,0,0,136,179,13,0,0,0,0,0,0,0,511,20,212,,,,,0.177908,0.522919,1526644.354876,1998504.180790,0.029723,0.049103,0.031245,-0.001522,0.017858,-0.002910,0.034151,0.257514,0.324825,-0.406359,-0.619825,0.993630,False,0.099000
v6-5__H120__S2__P7K7__E2_B9,v6-5,120,S2,P7K7,E2_B9,E2,1883,348,341,1522,13,0,0,0,2,5,88,7,52,0,0,0,0,0,145,186,10,0,0,0,0,0,0,0,511,20,212,,,,,0.184811,0.537509,1198558.516972,1655346.925154,0.012618,0.035509,0.031245,-0.018627,0.004264,-0.034653,0.007934,0.158633,0.268620,-0.379442,-0.548449,0.504658,False,0.090000
v6-5__H120__S2__P7K7__E3,v6-5,120,S2,P7K7,E3,E3,1883,375,368,1434,11,0,63,0,0,7,2924,7,0,0,0,0,0,0,0,0,1,367,0,0,0,0,0,0,511,20,212,,,,,0.199150,0.318550,672426.556559,1203705.553175,-0.027101,0.012918,0.031245,-0.058346,-0.018326,-0.183160,-0.057530,-0.061122,0.170127,-0.444485,-0.521209,-0.250966,False,0.056000
v6-5__H120__S2__P7K7__E4,v6-5,120,S2,P7K7,E4,E4,1883,184,318,1693,6,0,0,0,0,7,1566,7,0,0,0,0,0,0,0,0,39,138,141,0,0,0,0,0,511,20,212,,,,,0.097716,0.529318,1144214.341449,1288442.470666,0.009370,0.017700,0.031245,-0.021874,-0.013544,-0.041325,-0.025588,0.138820,0.188734,-0.412367,-0.596949,4.409740,False,0.088000
v6-5__H120__S2__P7K7__E5,v6-5,120,S2,P7K7,E5,E5,1883,225,218,1444,8,0,206,0,0,7,3467,7,0,0,0,0,0,0,0,0,26,0,0,192,0,0,0,0,511,20,212,,,,,0.119490,0.273694,124527.313744,868348.703672,-0.134306,-0.009725,0.031245,-0.165550,-0.040970,-0.604873,-0.149691,-0.364036,0.076255,-0.924588,-0.765337,-2.152986,False,0.057000
v6-5__H120__S2__P7K7__E6,v6-5,120,S2,P7K7,E6,E6,1883,209,202,1568,6,0,100,0,0,7,145,7,0,0,0,0,0,0,0,0,86,0,0,0,116,0,0,0,511,20,212,,,,,0.110993,0.470710,497724.603841,631928.284654,-0.047155,-0.031276,0.031245,-0.078399,-0.062520,-0.166556,-0.132822,-0.068397,0.008180,-0.671438,-0.725540,-0.159388,False,0.080000
v6-5__H120__S2__P7K7__E7,v6-5,120,S2,P7K7,E7,E7,1883,266,259,1600,6,0,11,0,1,6,891,7,0,0,0,0,0,0,0,0,2,0,0,0,0,257,0,0,511,20,212,,,,,0.141264,0.577542,1509677.825195,2250855.810543,0.028926,0.057775,0.031245,-0.002318,0.026530,-0.004014,0.045937,0.241891,0.354804,-0.518066,-0.642036,0.958718,False,0.070000
v6-5__H120__S3__P1__E0,v6-5,120,S3,P1,E0,E0,1883,137,127,1712,4,0,30,0,0,10,11,10,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,511,20,212,,,,,0.072756,0.522204,296998.659989,644705.134059,-0.080613,-0.029933,0.031245,-0.111857,-0.061177,-0.214203,-0.117152,-0.191423,0.017008,-0.843144,-0.779267,-1.061218,False,0.133000
v6-5__H120__S3__P1__E1_A1,v6-5,120,S3,P1,E1_A1,E1,1883,505,495,1361,17,0,0,0,2,8,81,10,0,0,0,0,0,0,198,293,4,0,0,0,0,0,0,0,511,20,212,,,,,0.268189,0.428309,1217374.392933,1704125.518874,0.013711,0.037593,0.031245,-0.017534,0.006348,-0.040938,0.014822,0.171020,0.282242,-0.310805,-0.515186,0.685162,False,0.094000
