cell_id,pool,H,sel,pos,exit,family,total_signals,entered,n_trades,dropped_slot_full,dropped_limitup,dropped_no_quote,dropped_cash,truncated_no_next,truncated_window,truncated_exhausted,deferred_exits,open_at_end,vol_fallback_mid,p3_atr_fallback,p4_atr_fallback,e4_lot_skip,e7_atr_missing,exits_E0,exits_tp,exits_sl,exits_horizon,exits_trail_tp,exits_scale_out,exits_breakeven_sl,exits_time_stop,exits_chandelier_sl,neg_equity_idx_days,neg_equity_cash_days,signal_days,signal_days_burst,signal_max,p5_days_diluted,p5_days_cashbound,p6_days_diluted,p6_days_cashbound,coverage,capital_utilization,final_equity_cash,final_equity_idx,annualized_cash,annualized_idx,bench_annualized,excess_cash,excess_idx,per_cash,per_idx,sharpe_cash,sharpe_idx,maxdd_cash,maxdd_idx,cluster_t,passed,runtime_sec
ALL__H60__S0__P6K3__E2_B4,ALL,60,S0,P6K3,E2_B4,E2,76471,17225,16928,0,461,0,58703,82,274,23,1104,297,1770,0,0,0,0,0,4404,6689,5835,0,0,0,0,0,0,0,3395,1706,488,,,2693.000000,3381.000000,0.225249,0.541419,360688.153645,388480.746857,-0.068163,-0.063362,0.031245,-0.099408,-0.094607,-0.183606,-0.174738,-0.213376,-0.161879,-0.830339,-0.845345,-0.073322,False,12.885000
ALL__H60__S0__P6K3__E2_B5,ALL,60,S0,P6K3,E2_B5,E2,76471,17225,16928,0,461,0,58703,82,274,23,1104,297,1770,0,0,0,0,0,4404,6689,5835,0,0,0,0,0,0,0,3395,1706,488,,,2693.000000,3381.000000,0.225249,0.541419,360688.153645,388480.746857,-0.068163,-0.063362,0.031245,-0.099408,-0.094607,-0.183606,-0.174738,-0.213376,-0.161879,-0.830339,-0.845345,-0.073322,False,10.009000
ALL__H60__S0__P6K3__E2_B6,ALL,60,S0,P6K3,E2_B6,E2,76471,19093,18752,0,461,0,56835,82,318,23,1213,341,1863,0,0,0,0,0,4910,7433,6409,0,0,0,0,0,0,0,3395,1706,488,,,2693.000000,3379.000000,0.249676,0.625996,472847.183849,394538.607819,-0.050531,-0.062358,0.031245,-0.081776,-0.093603,-0.130633,-0.149526,-0.135138,-0.148998,-0.780828,-0.840601,0.089133,False,12.012000
ALL__H60__S0__P6K3__E2_B7,ALL,60,S0,P6K3,E2_B7,E2,76471,16657,16367,0,461,0,59271,82,268,22,1122,290,1795,0,0,0,0,0,4197,6509,5661,0,0,0,0,0,0,0,3395,1706,488,,,2693.000000,3382.000000,0.217821,0.518686,352384.280605,387177.744489,-0.069664,-0.063580,0.031245,-0.100909,-0.094824,-0.194547,-0.182817,-0.214870,-0.160076,-0.843666,-0.854266,-0.612659,False,12.223000
ALL__H60__S0__P6K3__E2_B8,ALL,60,S0,P6K3,E2_B8,E2,76471,17091,16800,0,461,0,58837,82,268,23,1080,291,1744,0,0,0,0,0,4364,6676,5760,0,0,0,0,0,0,0,3395,1706,488,,,2693.000000,3382.000000,0.223496,0.529113,377637.919595,415172.258598,-0.065196,-0.059043,0.031245,-0.096440,-0.090288,-0.182268,-0.170640,-0.194863,-0.141271,-0.818138,-0.833348,-0.016128,False,7.958000
ALL__H60__S0__P6K3__E2_B9,ALL,60,S0,P6K3,E2_B9,E2,76471,17091,16837,0,461,0,58837,82,235,19,1079,254,1754,0,0,0,0,0,5258,6584,4995,0,0,0,0,0,0,0,3395,1706,488,,,2693.000000,3382.000000,0.223496,0.509210,326009.279273,355936.436575,-0.074662,-0.069018,0.031245,-0.105906,-0.100263,-0.207982,-0.196899,-0.238416,-0.181096,-0.840317,-0.854397,-1.222714,False,7.872000
ALL__H60__S0__P6K3__E3,ALL,60,S0,P6K3,E3,E3,76471,19084,18980,0,461,0,56844,82,86,18,8117,104,0,0,0,0,0,0,0,0,562,18418,0,0,0,0,20,0,3395,1706,488,,,2693.000000,3382.000000,0.249559,0.360384,136806.313062,689.606187,-0.128651,-0.395865,0.031245,-0.159896,-0.427110,-0.443682,-1.185153,-0.568469,,-0.880797,-1.004079,-6.259379,False,5.293000
ALL__H60__S0__P6K3__E4,ALL,60,S0,P6K3,E4,E4,76471,19148,24502,0,461,0,56780,82,296,56,5148,352,0,0,0,5460,0,0,0,0,8692,10104,5706,0,0,0,0,0,3395,1706,488,,,2693.000000,3387.000000,0.250396,0.666355,515563.379472,577825.125158,-0.044829,-0.037260,0.031245,-0.076074,-0.068505,-0.114164,-0.102805,-0.101438,-0.054708,-0.756849,-0.757699,11.920717,False,7.377000
ALL__H60__S0__P6K3__E5,ALL,60,S0,P6K3,E5,E5,76471,18358,18148,0,461,0,57570,82,189,21,8491,210,0,0,0,0,0,0,0,0,5153,0,0,12995,0,0,0,0,3395,1706,488,,,2693.000000,3382.000000,0.240065,0.531398,267442.316478,150284.932355,-0.087261,-0.122964,0.031245,-0.118505,-0.154209,-0.223007,-0.290195,-0.297705,-0.383653,-0.875284,-0.931385,-2.604296,False,8.488000
ALL__H60__S0__P6K3__E6,ALL,60,S0,P6K3,E6,E6,76471,17414,17265,0,461,0,58514,82,132,17,2829,149,0,0,0,0,0,0,0,0,5267,0,0,0,11998,0,0,0,3395,1706,488,,,2693.000000,3392.000000,0.227720,0.530828,219323.925373,225374.342178,-0.099709,-0.098011,0.031245,-0.130954,-0.129256,-0.246697,-0.243499,-0.255419,-0.223047,-0.882776,-0.887147,-2.264237,False,5.185000
ALL__H60__S0__P6K3__E7,ALL,60,S0,P6K3,E7,E7,76471,15659,15494,0,461,0,60269,82,138,27,7330,165,0,0,0,0,0,0,0,0,1551,0,0,0,0,13943,0,0,3395,1706,488,,,2693.000000,3384.000000,0.204770,0.432688,182500.841671,212992.393367,-0.111092,-0.101533,0.031245,-0.142337,-0.132778,-0.328959,-0.306867,-0.373766,-0.309285,-0.895247,-0.887681,-4.852994,False,7.080000
ALL__H60__S0__P6K5__E0,ALL,60,S0,P6K5,E0,E0,76471,12682,12308,0,461,0,63246,82,330,44,223,374,0,0,0,0,0,12308,0,0,0,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3372.000000,0.165841,1.041415,816353.465009,742716.549938,-0.013949,-0.020381,0.031245,-0.045194,-0.051626,-0.043397,-0.049573,0.057565,0.037719,-0.812069,-0.832193,1.123615,False,6.953000
ALL__H60__S0__P6K5__E1_A1,ALL,60,S0,P6K5,E1_A1,E1,76471,23225,22917,0,461,0,52703,82,291,17,1457,308,0,0,0,0,0,0,6919,11779,4219,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3357.000000,0.303710,0.629528,474435.231463,387301.081994,-0.050311,-0.063559,0.031245,-0.081555,-0.094804,-0.129550,-0.150595,-0.166938,-0.177350,-0.700138,-0.800130,-0.653667,False,6.555000
ALL__H60__S0__P6K5__E1_A10,ALL,60,S0,P6K5,E1_A10,E1,76471,15894,15698,0,461,0,60034,82,178,18,1268,196,0,0,0,0,0,0,2333,8626,4739,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3374.000000,0.207843,0.439280,242162.250532,309809.809451,-0.093514,-0.077921,0.031245,-0.124758,-0.109166,-0.284006,-0.248510,-0.364880,-0.251050,-0.829498,-0.828538,-0.587283,False,4.635000
ALL__H60__S0__P6K5__E1_A11,ALL,60,S0,P6K5,E1_A11,E1,76471,14727,14458,0,461,0,61201,82,247,22,1055,269,0,0,0,0,0,0,2325,5950,6183,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3379.000000,0.192583,0.478557,310050.839671,323320.536296,-0.077871,-0.075192,0.031245,-0.109116,-0.106437,-0.228010,-0.222412,-0.266159,-0.221739,-0.840447,-0.853161,-0.374070,False,7.726000
ALL__H60__S0__P6K5__E1_A12,ALL,60,S0,P6K5,E1_A12,E1,76471,14136,13877,0,461,0,61792,82,234,25,957,259,0,0,0,0,0,0,2241,4166,7470,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3378.000000,0.184854,0.474440,304643.884695,240923.624646,-0.078994,-0.093836,0.031245,-0.110238,-0.125080,-0.232354,-0.263637,-0.271407,-0.299382,-0.802234,-0.849783,-0.581851,False,6.309000
ALL__H60__S0__P6K5__E1_A2,ALL,60,S0,P6K5,E1_A2,E1,76471,24097,23680,0,461,0,51831,82,396,21,1325,417,0,0,0,0,0,0,8014,9019,6647,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3352.000000,0.315113,0.809755,676088.893596,519995.154247,-0.026735,-0.044263,0.031245,-0.057980,-0.075508,-0.071602,-0.093247,-0.033774,-0.080809,-0.714141,-0.805110,0.606035,False,11.855000
ALL__H60__S0__P6K5__E1_A3,ALL,60,S0,P6K5,E1_A3,E1,76471,21886,21476,0,461,0,54042,82,384,26,1147,410,0,0,0,0,0,0,7541,6046,7889,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3365.000000,0.286200,0.701795,551719.396960,338129.786679,-0.040337,-0.072320,0.031245,-0.071581,-0.103565,-0.101997,-0.147571,-0.098232,-0.193298,-0.717156,-0.842981,0.265358,False,10.439000
ALL__H60__S0__P6K5__E1_A4,ALL,60,S0,P6K5,E1_A4,E1,76471,20284,19981,0,461,0,55644,82,285,18,1414,303,0,0,0,0,0,0,4763,10652,4566,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3362.000000,0.265251,0.561845,386309.123823,350948.113811,-0.063726,-0.069927,0.031245,-0.094970,-0.101172,-0.169032,-0.180071,-0.223733,-0.204662,-0.764654,-0.820938,-0.614179,False,3.805000
ALL__H60__S0__P6K5__E1_A5,ALL,60,S0,P6K5,E1_A5,E1,76471,21670,21269,0,461,0,54258,82,378,23,1328,401,0,0,0,0,0,0,5652,8402,7215,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3356.000000,0.283375,0.756592,597822.365377,452923.861716,-0.034990,-0.053357,0.031245,-0.066234,-0.084601,-0.087543,-0.111819,-0.069669,-0.116604,-0.739530,-0.820898,0.667526,False,7.389000
ALL__H60__S0__P6K5__E1_A6,ALL,60,S0,P6K5,E1_A6,E1,76471,16866,16568,0,461,0,59062,82,275,23,1058,298,0,0,0,0,0,0,4478,4947,7143,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3369.000000,0.220554,0.516205,329932.911565,293771.433371,-0.073895,-0.081308,0.031245,-0.105140,-0.112553,-0.203678,-0.218039,-0.248412,-0.245925,-0.808110,-0.844538,-0.600071,False,7.412000
ALL__H60__S0__P6K5__E1_A7,ALL,60,S0,P6K5,E1_A7,E1,76471,17658,17376,0,461,0,58270,82,264,18,1345,282,0,0,0,0,0,0,3317,9396,4663,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3369.000000,0.230911,0.474674,311475.990409,363140.604466,-0.077579,-0.067726,0.031245,-0.108823,-0.098970,-0.229259,-0.208502,-0.289264,-0.201417,-0.792321,-0.806560,-0.166101,False,5.554000
ALL__H60__S0__P6K5__E1_A8,ALL,60,S0,P6K5,E1_A8,E1,76471,14504,14240,0,461,0,61424,82,244,20,1016,264,0,0,0,0,0,0,2890,5722,5628,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3375.000000,0.189667,0.435203,288847.902606,289331.921630,-0.082382,-0.082276,0.031245,-0.113627,-0.113521,-0.261090,-0.260845,-0.295923,-0.255968,-0.829991,-0.854256,-0.329119,False,5.521000
ALL__H60__S0__P6K5__E1_A9,ALL,60,S0,P6K5,E1_A9,E1,76471,13971,13707,0,461,0,61957,82,240,24,878,264,0,0,0,0,0,0,2901,4040,6766,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3372.000000,0.182697,0.443380,276811.870694,209967.196081,-0.085082,-0.102422,0.031245,-0.116327,-0.133667,-0.262364,-0.301473,-0.298332,-0.323809,-0.832125,-0.880244,-0.136350,False,8.840000
ALL__H60__S0__P6K5__E2_B1,ALL,60,S0,P6K5,E2_B1,E2,76471,20210,19858,0,461,0,55718,82,328,24,1296,352,1970,0,0,0,0,0,5172,7860,6826,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3363.000000,0.264283,0.672914,486950.126809,378157.527086,-0.048597,-0.065107,0.031245,-0.079842,-0.096351,-0.118651,-0.143185,-0.140116,-0.174015,-0.762978,-0.836445,-0.023098,False,9.778000
ALL__H60__S0__P6K5__E2_B10,ALL,60,S0,P6K5,E2_B10,E2,76471,21260,20902,0,461,0,54668,82,339,19,1253,358,1831,0,0,0,0,0,6893,8020,5989,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3363.000000,0.278014,0.673348,520541.786523,357102.569027,-0.044193,-0.068807,0.031245,-0.075438,-0.100052,-0.112034,-0.148589,-0.121032,-0.182569,-0.750189,-0.843317,-0.489941,False,9.716000
ALL__H60__S0__P6K5__E2_B11,ALL,60,S0,P6K5,E2_B11,E2,76471,14197,13954,0,461,0,61731,82,223,20,1028,243,1781,0,0,0,0,0,2802,5632,5520,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3372.000000,0.185652,0.433869,269566.319414,322454.116689,-0.086761,-0.075364,0.031245,-0.118005,-0.106608,-0.271984,-0.245716,-0.311276,-0.229689,-0.860939,-0.857468,-0.345292,False,11.440000
ALL__H60__S0__P6K5__E2_B12,ALL,60,S0,P6K5,E2_B12,E2,76471,14843,14568,0,461,0,61085,82,254,21,1119,275,1830,0,0,0,0,0,2301,5970,6297,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3379.000000,0.194100,0.486426,306675.731384,322329.125816,-0.078570,-0.075389,0.031245,-0.109814,-0.106633,-0.225758,-0.219218,-0.265798,-0.220467,-0.853981,-0.864457,-0.466082,False,8.623000
ALL__H60__S0__P6K5__E2_B13,ALL,60,S0,P6K5,E2_B13,E2,76471,19836,19552,0,461,0,56092,82,266,18,1351,284,1650,0,0,0,0,0,4684,10392,4476,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3365.000000,0.259392,0.545097,369625.178415,351110.278499,-0.066583,-0.069898,0.031245,-0.097827,-0.101142,-0.179468,-0.185549,-0.236723,-0.204774,-0.769102,-0.814489,-0.292067,False,7.997000
ALL__H60__S0__P6K5__E2_B14,ALL,60,S0,P6K5,E2_B14,E2,76471,17068,16743,0,461,0,58860,82,302,23,1035,325,1973,0,0,0,0,0,4489,4993,7261,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3375.000000,0.223196,0.522610,345947.439858,332040.198015,-0.070851,-0.073487,0.031245,-0.102096,-0.104731,-0.195357,-0.200400,-0.230711,-0.211863,-0.803644,-0.831462,-0.495158,False,9.377000
ALL__H60__S0__P6K5__E2_B18,ALL,60,S0,P6K5,E2_B18,E2,76471,21030,20655,0,461,0,54898,82,352,23,1320,375,1998,0,0,0,0,0,5409,8230,7016,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3361.000000,0.275006,0.706404,570327.899531,443842.227357,-0.038130,-0.054683,0.031245,-0.069375,-0.085928,-0.098208,-0.121641,-0.084328,-0.121765,-0.747794,-0.825150,0.161961,False,15.858000
ALL__H60__S0__P6K5__E2_B19,ALL,60,S0,P6K5,E2_B19,E2,76471,14277,14033,0,461,0,61651,82,222,22,1069,244,1812,0,0,0,0,0,2226,5765,6042,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3375.000000,0.186698,0.456842,280006.808568,316979.220648,-0.084355,-0.076459,0.031245,-0.115600,-0.107704,-0.253041,-0.235758,-0.297103,-0.230437,-0.850072,-0.853498,-0.511373,False,9.437000
ALL__H60__S0__P6K5__E2_B2,ALL,60,S0,P6K5,E2_B2,E2,76471,19585,19251,0,461,0,56343,82,311,23,1251,334,1925,0,0,0,0,0,4991,7712,6548,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3368.000000,0.256110,0.647917,464184.632526,357153.857907,-0.051746,-0.068798,0.031245,-0.082990,-0.100043,-0.128088,-0.154407,-0.155463,-0.189961,-0.769381,-0.839339,-0.245014,False,12.264000
ALL__H60__S0__P6K5__E2_B20,ALL,60,S0,P6K5,E2_B20,E2,76471,21269,20883,0,461,0,54659,82,363,23,1324,386,1977,0,0,0,0,0,5475,8248,7160,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3364.000000,0.278132,0.744862,586433.708781,444337.921523,-0.036274,-0.054610,0.031245,-0.067518,-0.085855,-0.090646,-0.115263,-0.077099,-0.123707,-0.721717,-0.810186,0.401089,False,9.384000
ALL__H60__S0__P6K5__E2_B3,ALL,60,S0,P6K5,E2_B3,E2,76471,21152,20780,0,461,0,54776,82,349,23,1326,372,1974,0,0,0,0,0,5495,8236,7049,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3359.000000,0.276602,0.713942,561100.859660,437655.123996,-0.039216,-0.055601,0.031245,-0.070460,-0.086846,-0.098692,-0.121643,-0.090218,-0.126573,-0.737121,-0.816733,0.419409,False,10.397000
ALL__H60__S0__P6K5__E2_B4,ALL,60,S0,P6K5,E2_B4,E2,76471,20210,19858,0,461,0,55718,82,328,24,1296,352,1970,0,0,0,0,0,5172,7860,6826,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3363.000000,0.264283,0.672914,486950.126809,378157.527086,-0.048597,-0.065107,0.031245,-0.079842,-0.096351,-0.118651,-0.143185,-0.140116,-0.174015,-0.762978,-0.836445,-0.023098,False,10.015000
ALL__H60__S0__P6K5__E2_B5,ALL,60,S0,P6K5,E2_B5,E2,76471,20210,19858,0,461,0,55718,82,328,24,1296,352,1970,0,0,0,0,0,5172,7860,6826,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3363.000000,0.264283,0.672914,486950.126809,378157.527086,-0.048597,-0.065107,0.031245,-0.079842,-0.096351,-0.118651,-0.143185,-0.140116,-0.174015,-0.762978,-0.836445,-0.023098,False,14.737000
ALL__H60__S0__P6K5__E2_B6,ALL,60,S0,P6K5,E2_B6,E2,76471,21620,21219,0,461,0,54308,82,378,23,1348,401,2042,0,0,0,0,0,5618,8344,7257,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3359.000000,0.282722,0.755181,614587.200611,474063.149077,-0.033140,-0.050362,0.031245,-0.064385,-0.081607,-0.085257,-0.108063,-0.061953,-0.105508,-0.717159,-0.804195,0.791175,False,10.674000
ALL__H60__S0__P6K5__E2_B7,ALL,60,S0,P6K5,E2_B7,E2,76471,19974,19611,0,461,0,55954,82,340,23,1265,363,1964,0,0,0,0,0,5054,7875,6682,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3365.000000,0.261197,0.666306,503682.804531,395644.232875,-0.046370,-0.062177,0.031245,-0.077614,-0.093421,-0.116484,-0.140208,-0.127103,-0.158666,-0.775086,-0.844682,-0.269767,False,8.776000
ALL__H60__S0__P6K5__E2_B8,ALL,60,S0,P6K5,E2_B8,E2,76471,19999,19647,0,461,0,55929,82,330,22,1269,352,1955,0,0,0,0,0,5140,7792,6715,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3363.000000,0.261524,0.655970,497576.680950,400152.331927,-0.047174,-0.061441,0.031245,-0.078419,-0.092685,-0.119547,-0.141295,-0.130930,-0.156740,-0.762035,-0.830703,0.206304,False,14.516000
ALL__H60__S0__P6K5__E2_B9,ALL,60,S0,P6K5,E2_B9,E2,76471,19624,19316,0,461,0,56304,82,288,20,1239,308,1850,0,0,0,0,0,6007,7657,5652,0,0,0,0,0,0,0,3395,1706,488,,,2355.000000,3364.000000,0.256620,0.616183,458236.594571,382101.278840,-0.052592,-0.064435,0.031245,-0.083837,-0.095680,-0.136058,-0.155278,-0.158339,-0.170032,-0.765894,-0.830656,-1.239250,False,8.473000
ALL__H60__S0__P6K5__E3,ALL,60,S0,P6K5,E3,E3,76471,18075,17981,0,461,0,57853,82,76,18,7945,94,0,0,0,0,0,0,0,0,540,17441,0,0,0,0,27,0,3395,1706,488,,,2355.000000,3366.000000,0.236364,0.333582,115036.012732,319.797783,-0.139044,-0.427165,0.031245,-0.170289,-0.458409,-0.510485,-1.374201,-0.654164,,-0.897245,-1.003835,-6.232667,False,3.307000
ALL__H60__S0__P6K5__E4,ALL,60,S0,P6K5,E4,E4,76471,18583,23799,0,461,0,57345,82,250,55,3617,305,0,0,0,5309,0,0,0,0,8447,9831,5521,0,0,0,0,0,3395,1706,488,,,2355.000000,3377.000000,0.243007,0.624070,473419.833064,518580.105250,-0.050452,-0.044443,0.031245,-0.081696,-0.075688,-0.130909,-0.121281,-0.131478,-0.089375,-0.757771,-0.764784,11.306274,False,11.162000
ALL__H60__S0__P6K5__E5,ALL,60,S0,P6K5,E5,E5,76471,16541,16383,0,461,0,59387,82,135,23,8341,158,0,0,0,0,0,0,0,0,4657,0,0,11726,0,0,0,0,3395,1706,488,,,2355.000000,3377.000000,0.216304,0.461915,210327.579584,151809.672150,-0.102316,-0.122351,0.031245,-0.133560,-0.153596,-0.289145,-0.332520,-0.393057,-0.419240,-0.887380,-0.923972,-2.800881,False,6.879000
ALL__H60__S0__P6K5__E6,ALL,60,S0,P6K5,E6,E6,76471,17299,17151,0,461,0,58629,82,135,13,3377,148,0,0,0,0,0,0,0,0,5114,0,0,0,12037,0,0,0,3395,1706,488,,,2355.000000,3385.000000,0.226216,0.477729,177597.162920,211087.526128,-0.112767,-0.102092,0.031245,-0.144011,-0.133336,-0.301450,-0.279104,-0.315400,-0.254526,-0.898033,-0.886560,-2.978616,False,5.368000
ALL__H60__S0__P6K5__E7,ALL,60,S0,P6K5,E7,E7,76471,15996,15821,0,461,0,59932,82,146,29,8414,175,0,0,0,0,0,0,0,0,1583,0,0,0,0,14238,0,0,3395,1706,488,,,2355.000000,3378.000000,0.209177,0.440234,195905.720937,210958.618508,-0.106719,-0.102130,0.031245,-0.137964,-0.133374,-0.313388,-0.302962,-0.371608,-0.320546,-0.878841,-0.880863,-4.561008,False,5.082000
ALL__H60__S0__P6K7__E0,ALL,60,S0,P6K7,E0,E0,76471,12980,12595,0,461,0,62948,82,323,62,238,385,0,0,0,0,0,12595,0,0,0,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3361.000000,0.169738,0.981324,819460.961664,873988.960619,-0.013690,-0.009281,0.031245,-0.044934,-0.040526,-0.045790,-0.041297,0.055193,0.078753,-0.801784,-0.803430,1.992049,False,10.652000
ALL__H60__S0__P6K7__E1_A1,ALL,60,S0,P6K7,E1_A1,E1,76471,23439,23140,0,461,0,52489,82,281,18,1434,299,0,0,0,0,0,0,6970,11907,4263,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3337.000000,0.306508,0.636215,454012.338325,371378.528467,-0.053199,-0.066277,0.031245,-0.084444,-0.097521,-0.132729,-0.153284,-0.185134,-0.191778,-0.715091,-0.811823,-0.759470,False,6.515000
ALL__H60__S0__P6K7__E1_A10,ALL,60,S0,P6K7,E1_A10,E1,76471,16836,16609,0,461,0,59092,82,207,20,1298,227,0,0,0,0,0,0,2478,9108,5023,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3362.000000,0.220162,0.483269,293077.602357,265825.325098,-0.081458,-0.087644,0.031245,-0.112703,-0.118888,-0.233210,-0.246009,-0.315848,-0.291061,-0.802984,-0.850298,-0.377315,False,7.677000
ALL__H60__S0__P6K7__E1_A11,ALL,60,S0,P6K7,E1_A11,E1,76471,16478,16173,0,461,0,59450,82,283,22,1161,305,0,0,0,0,0,0,2670,6612,6891,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3365.000000,0.215480,0.551543,375850.022629,323395.973977,-0.065503,-0.075177,0.031245,-0.096747,-0.106422,-0.175412,-0.192953,-0.217990,-0.223113,-0.799568,-0.843178,0.286695,False,5.729000
ALL__H60__S0__P6K7__E1_A12,ALL,60,S0,P6K7,E1_A12,E1,76471,14735,14465,0,461,0,61193,82,245,25,955,270,0,0,0,0,0,0,2343,4386,7736,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3371.000000,0.192687,0.500732,325429.480479,239401.855446,-0.074776,-0.094233,0.031245,-0.106020,-0.125477,-0.211731,-0.250588,-0.251557,-0.296942,-0.799208,-0.855178,-0.760088,False,6.593000
ALL__H60__S0__P6K7__E1_A2,ALL,60,S0,P6K7,E1_A2,E1,76471,24036,23636,0,461,0,51892,82,379,21,1353,400,0,0,0,0,0,0,7953,9010,6673,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3332.000000,0.314315,0.782815,641740.426151,492731.388301,-0.030242,-0.047820,0.031245,-0.061487,-0.079064,-0.078546,-0.101000,-0.054981,-0.099268,-0.719533,-0.814966,0.291194,False,9.390000
ALL__H60__S0__P6K7__E1_A3,ALL,60,S0,P6K7,E1_A3,E1,76471,22783,22329,0,461,0,53145,82,428,26,1175,454,0,0,0,0,0,0,7906,6220,8203,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3347.000000,0.297930,0.757955,630508.563405,408194.915868,-0.031427,-0.060147,0.031245,-0.062671,-0.091391,-0.082685,-0.120576,-0.057066,-0.145721,-0.684671,-0.809816,0.728278,False,8.559000
ALL__H60__S0__P6K7__E1_A4,ALL,60,S0,P6K7,E1_A4,E1,76471,21556,21231,0,461,0,54372,82,306,19,1446,325,0,0,0,0,0,0,5060,11348,4823,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3340.000000,0.281885,0.631575,449201.101052,325902.153807,-0.053897,-0.074683,0.031245,-0.085142,-0.105927,-0.134809,-0.167719,-0.176644,-0.217314,-0.737934,-0.843177,-0.474456,False,6.395000
ALL__H60__S0__P6K7__E1_A5,ALL,60,S0,P6K7,E1_A5,E1,76471,21622,21219,0,461,0,54306,82,379,24,1329,403,0,0,0,0,0,0,5622,8427,7170,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3344.000000,0.282748,0.744394,609963.203880,476446.830895,-0.033646,-0.050033,0.031245,-0.064890,-0.081277,-0.087172,-0.109186,-0.065662,-0.104597,-0.733585,-0.814122,0.473360,False,11.502000
ALL__H60__S0__P6K7__E1_A6,ALL,60,S0,P6K7,E1_A6,E1,76471,20217,19804,0,461,0,55711,82,388,25,1134,413,0,0,0,0,0,0,5399,5820,8585,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3349.000000,0.264375,0.681304,511160.198882,343127.562066,-0.045396,-0.071377,0.031245,-0.076641,-0.102622,-0.112491,-0.150626,-0.118227,-0.193285,-0.730901,-0.836936,0.292835,False,7.474000
ALL__H60__S0__P6K7__E1_A7,ALL,60,S0,P6K7,E1_A7,E1,76471,18987,18684,0,461,0,56941,82,285,18,1364,303,0,0,0,0,0,0,3549,10131,5004,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3352.000000,0.248290,0.540636,368178.772302,342816.687633,-0.066836,-0.071436,0.031245,-0.098081,-0.102680,-0.181417,-0.189925,-0.236922,-0.211120,-0.766107,-0.816654,-0.136877,False,5.969000
ALL__H60__S0__P6K7__E1_A8,ALL,60,S0,P6K7,E1_A8,E1,76471,15924,15635,0,461,0,60004,82,270,19,1077,289,0,0,0,0,0,0,3222,6342,6071,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3364.000000,0.208236,0.493836,348823.712794,293959.974126,-0.070318,-0.081267,0.031245,-0.101563,-0.112512,-0.205661,-0.227832,-0.246719,-0.251353,-0.793527,-0.844432,-0.204444,False,5.593000
ALL__H60__S0__P6K7__E1_A9,ALL,60,S0,P6K7,E1_A9,E1,76471,15604,15297,0,461,0,60324,82,285,22,1006,307,0,0,0,0,0,0,3190,4602,7505,0,0,0,0,0,0,0,3395,1706,488,,,2065.000000,3364.000000,0.204051,0.509658,329144.164884,226341.094600,-0.074048,-0.097744,0.031245,-0.105293,-0.128989,-0.206595,-0.253088,-0.256416,-0.307350,-0.809430,-0.875153,-0.920649,False,6.651000
