date,long_return,short_return,portfolio_return,cost,net_return,capital,month
2025-05-07,0.038900000000000004,-0.03161,0.035255,0.0026,0.032655,4.801359803569998e+16,2025-05
2025-05-12,0.01125,-0.03887,0.02506,0.0026,0.02246,4.90919834475818e+16,2025-05
2025-05-15,0.14999999999999997,-0.11563999999999999,0.13282,0.0026,0.13022,5.54847415321259e+16,2025-05
2025-05-20,0.07436,-0.08571,0.080035,0.0026,0.07743499999999999,5.978120249266607e+16,2025-05
2025-05-23,0.14999999999999997,-0.22227999999999998,0.18613999999999997,0.0026,0.18353999999999998,7.075344439817001e+16,2025-05
2025-05-28,0.14999999999999997,-0.04848,0.09923999999999998,0.0026,0.09663999999999998,7.759105726480917e+16,2025-05
2025-06-03,0.12502000000000002,-0.029070000000000002,0.07704500000000002,0.0026,0.07444500000000001,8.336732352288789e+16,2025-06
2025-06-06,0.09503,-0.036,0.065515,0.0026,0.062915,8.861237868233038e+16,2025-06
2025-06-11,0.05626,-0.08730000000000002,0.07178000000000001,0.0026,0.06918,9.4742583039574e+16,2025-06
2025-06-16,0.08388,-0.14204999999999998,0.11296499999999998,0.0026,0.11036499999999998,1.0519884821673659e+17,2025-06
2025-06-19,0.14999999999999997,-0.08373,0.11686499999999998,0.0026,0.11426499999999998,1.17219394608222e+17,2025-06
2025-06-24,0.07869,-0.040749999999999995,0.059719999999999995,0.0026,0.05712,1.2391496642824365e+17,2025-06
2025-06-27,0.05374000000000001,-0.012750000000000001,0.033245000000000004,0.0026,0.030645000000000006,1.2771234057443718e+17,2025-06
2025-07-02,0.12378,-0.023880000000000002,0.07383,0.0026,0.07123,1.3680929059355434e+17,2025-07
2025-07-07,0.14148,-0.08536999999999999,0.113425,0.0026,0.11082499999999999,1.51971180223585e+17,2025-07
2025-07-10,0.14999999999999997,-0.04974,0.09986999999999999,0.0026,0.09726999999999998,1.667534169239331e+17,2025-07
2025-07-15,0.14999999999999997,-0.058679999999999996,0.10433999999999999,0.0026,0.10173999999999998,1.83718909561774e+17,2025-07
2025-07-18,0.07343,-0.03666,0.055045,0.0026,0.052445,1.9335404777374128e+17,2025-07
2025-07-23,0.13327,-0.04708,0.090175,0.0026,0.087575,2.1028702850752666e+17,2025-07
2025-07-28,0.07114,-0.06742000000000001,0.06928000000000001,0.0026,0.06668,2.2430896756840854e+17,2025-07
2025-07-31,0.14999999999999997,-0.0301,0.09004999999999998,0.0026,0.08744999999999997,2.439247867822659e+17,2025-07
