cell_id,pool,H,sel,pos,exit,family,total_signals,entered,n_trades,dropped_slot_full,dropped_limitup,dropped_no_quote,dropped_cash,truncated_no_next,truncated_window,truncated_exhausted,deferred_exits,open_at_end,vol_fallback_mid,p3_atr_fallback,p4_atr_fallback,e4_lot_skip,e7_atr_missing,exits_E0,exits_tp,exits_sl,exits_horizon,exits_trail_tp,exits_scale_out,exits_breakeven_sl,exits_time_stop,exits_chandelier_sl,neg_equity_idx_days,neg_equity_cash_days,signal_days,signal_days_burst,signal_max,p5_days_diluted,p5_days_cashbound,coverage,capital_utilization,final_equity_cash,final_equity_idx,annualized_cash,annualized_idx,bench_annualized,excess_cash,excess_idx,per_cash,per_idx,sharpe_cash,sharpe_idx,maxdd_cash,maxdd_idx,cluster_t,passed,runtime_sec
v6-1__H25__S0__P5__E7,v6-1,25,S0,P5,E7,E7,3405,1727,1682,0,12,0,1666,0,34,11,2734,45,0,0,0,0,0,0,0,0,984,0,0,0,0,698,0,0,1101,62,40,62,505,0.507195,0.813444,1643327.219464,2179492.091381,0.034987,0.055418,0.031245,0.003742,0.024174,0.004600,0.029718,0.280835,0.348017,-0.352421,-0.578084,2.787737,False,0.456000
v6-2__H10__S0__P5__E0,v6-2,10,S0,P5,E0,E0,1107,852,843,0,5,0,250,0,1,8,22,9,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,540,9,20,9,83,0.769648,0.343645,1907624.009488,2427103.003823,0.045728,0.063310,0.031245,0.014483,0.032066,0.042147,0.093310,0.469326,0.394605,-0.181378,-0.479925,3.451479,False,0.089000
v6-2__H10__S0__P5__E1_A1,v6-2,10,S0,P5,E1_A1,E1,1107,854,849,0,5,0,248,0,1,4,50,5,0,0,0,0,0,0,116,222,511,0,0,0,0,0,0,0,540,9,20,9,80,0.771454,0.251755,1604554.043384,2161760.249046,0.033277,0.054822,0.031245,0.002033,0.023577,0.008074,0.093650,0.378849,0.358981,-0.198979,-0.530311,2.395950,False,0.074000
v6-2__H10__S0__P5__E1_A10,v6-2,10,S0,P5,E1_A10,E1,1107,835,828,0,5,0,267,0,1,6,56,7,0,0,0,0,0,0,18,216,594,0,0,0,0,0,0,0,540,9,20,9,83,0.754291,0.288844,1473114.506025,2067408.165836,0.027181,0.051568,0.031245,-0.004063,0.020323,-0.014067,0.070360,0.316798,0.345297,-0.235299,-0.507485,2.158289,False,0.103000
v6-2__H10__S0__P5__E1_A11,v6-2,10,S0,P5,E1_A11,E1,1107,835,827,0,5,0,267,0,1,7,49,8,0,0,0,0,0,0,20,126,681,0,0,0,0,0,0,0,540,9,20,9,88,0.754291,0.312225,1525679.137027,2040213.191642,0.029678,0.050604,0.031245,-0.001567,0.019360,-0.005018,0.062005,0.339473,0.340484,-0.260485,-0.521355,2.239696,False,0.062000
v6-2__H10__S0__P5__E1_A12,v6-2,10,S0,P5,E1_A12,E1,1107,856,847,0,5,0,246,0,1,8,43,9,0,0,0,0,0,0,21,66,760,0,0,0,0,0,0,0,540,9,20,9,79,0.773261,0.336338,1847298.437812,2360113.894719,0.043404,0.061252,0.031245,0.012160,0.030007,0.036153,0.089218,0.469686,0.387798,-0.208311,-0.490033,2.990895,False,0.075000
v6-2__H10__S0__P5__E1_A2,v6-2,10,S0,P5,E1_A2,E1,1107,831,825,0,5,0,271,0,1,5,43,6,0,0,0,0,0,0,112,128,585,0,0,0,0,0,0,0,540,9,20,9,84,0.750678,0.277008,1663000.401015,2149965.873348,0.035840,0.054422,0.031245,0.004595,0.023178,0.016588,0.083671,0.401793,0.356761,-0.226279,-0.542115,2.095309,False,0.064000
v6-2__H10__S0__P5__E1_A3,v6-2,10,S0,P5,E1_A3,E1,1107,907,900,0,5,0,195,0,1,6,38,7,0,0,0,0,0,0,143,68,689,0,0,0,0,0,0,0,540,9,20,9,68,0.819332,0.303547,1987399.598878,2467716.273113,0.048698,0.064532,0.031245,0.017454,0.033288,0.057499,0.109663,0.528117,0.401571,-0.185927,-0.516876,3.704402,False,0.078000
v6-2__H10__S0__P5__E1_A4,v6-2,10,S0,P5,E1_A4,E1,1107,863,857,0,5,0,239,0,1,5,54,6,0,0,0,0,0,0,60,229,568,0,0,0,0,0,0,0,540,9,20,9,77,0.779584,0.260014,1641488.249725,2216510.925959,0.034906,0.056650,0.031245,0.003662,0.025405,0.014083,0.097707,0.394933,0.366731,-0.212825,-0.508568,2.211668,False,0.108000
v6-2__H10__S0__P5__E1_A5,v6-2,10,S0,P5,E1_A5,E1,1107,844,837,0,5,0,258,0,1,6,46,7,0,0,0,0,0,0,63,128,646,0,0,0,0,0,0,0,540,9,20,9,79,0.762421,0.284453,1718982.820615,2223829.094013,0.038217,0.056891,0.031245,0.006972,0.025646,0.024511,0.090160,0.425125,0.367348,-0.229702,-0.523736,2.376027,False,0.075000
v6-2__H10__S0__P5__E1_A6,v6-2,10,S0,P5,E1_A6,E1,1107,872,864,0,5,0,230,0,1,7,39,8,0,0,0,0,0,0,67,67,730,0,0,0,0,0,0,0,540,9,20,9,66,0.787715,0.307895,2008482.077272,2493933.272306,0.049465,0.065312,0.031245,0.018220,0.034067,0.059176,0.110645,0.535474,0.404533,-0.198719,-0.495375,3.202407,False,0.047000
v6-2__H10__S0__P5__E1_A7,v6-2,10,S0,P5,E1_A7,E1,1107,842,836,0,5,0,260,0,1,5,56,6,0,0,0,0,0,0,31,220,585,0,0,0,0,0,0,0,540,9,20,9,80,0.760614,0.261762,1547670.782159,2172891.329285,0.030698,0.055197,0.031245,-0.000546,0.023952,-0.002086,0.091503,0.350393,0.360530,-0.221003,-0.502546,2.014556,False,0.101000
v6-2__H10__S0__P5__E1_A8,v6-2,10,S0,P5,E1_A8,E1,1107,841,834,0,5,0,261,0,1,6,50,7,0,0,0,0,0,0,33,129,672,0,0,0,0,0,0,0,540,9,20,9,84,0.759711,0.285440,1578384.816799,2123660.684841,0.032102,0.053524,0.031245,0.000857,0.022279,0.003002,0.078052,0.361962,0.352594,-0.250375,-0.518703,2.070846,False,0.074000
v6-2__H10__S0__P5__E1_A9,v6-2,10,S0,P5,E1_A9,E1,1107,870,862,0,5,0,232,0,1,7,42,8,0,0,0,0,0,0,37,67,758,0,0,0,0,0,0,0,540,9,20,9,68,0.785908,0.309851,1914706.851736,2456177.233910,0.045996,0.064187,0.031245,0.014752,0.032943,0.047609,0.106317,0.494430,0.399671,-0.204256,-0.489480,3.128563,False,0.076000
v6-2__H10__S0__P5__E2_B1,v6-2,10,S0,P5,E2_B1,E2,1107,844,837,0,5,0,258,0,1,6,46,7,22,0,0,0,0,0,53,123,661,0,0,0,0,0,0,0,540,9,20,9,78,0.762421,0.286248,1774527.623967,2299631.649936,0.040505,0.059346,0.031245,0.009261,0.028102,0.032351,0.098172,0.443867,0.378156,-0.219546,-0.513998,2.416787,False,0.093000
v6-2__H10__S0__P5__E2_B10,v6-2,10,S0,P5,E2_B10,E2,1107,867,861,0,5,0,235,0,1,5,42,6,22,0,0,0,0,0,112,123,626,0,0,0,0,0,0,0,540,9,20,9,73,0.783198,0.287257,1896162.553296,2425614.152184,0.045292,0.063265,0.031245,0.014047,0.032020,0.048901,0.111470,0.494315,0.395917,-0.196137,-0.521953,2.784962,False,0.096000
v6-2__H10__S0__P5__E2_B11,v6-2,10,S0,P5,E2_B11,E2,1107,845,838,0,5,0,257,0,1,6,49,7,24,0,0,0,0,0,25,123,690,0,0,0,0,0,0,0,540,9,20,9,86,0.763324,0.287352,1648496.761216,2195835.295391,0.035212,0.055964,0.031245,0.003967,0.024720,0.013806,0.086026,0.389649,0.363190,-0.238412,-0.506939,2.106584,False,0.088000
v6-2__H10__S0__P5__E2_B12,v6-2,10,S0,P5,E2_B12,E2,1107,832,824,0,5,0,270,0,1,7,49,8,25,0,0,0,0,0,15,119,690,0,0,0,0,0,0,0,540,9,20,9,87,0.751581,0.313859,1560849.353782,2068466.690848,0.031304,0.051605,0.031245,0.000059,0.020360,0.000188,0.064871,0.352727,0.344630,-0.256000,-0.509487,2.276210,False,0.056000
v6-2__H10__S0__P5__E2_B13,v6-2,10,S0,P5,E2_B13,E2,1107,839,833,0,5,0,263,0,1,5,52,6,22,0,0,0,0,0,49,215,569,0,0,0,0,0,0,0,540,9,20,9,82,0.757904,0.258872,1590689.263696,2183425.885614,0.032657,0.055550,0.031245,0.001412,0.024305,0.005455,0.093890,0.370483,0.361919,-0.213896,-0.509121,2.201778,False,0.092000
v6-2__H10__S0__P5__E2_B14,v6-2,10,S0,P5,E2_B14,E2,1107,863,855,0,5,0,239,0,1,7,40,8,24,0,0,0,0,0,57,66,732,0,0,0,0,0,0,0,540,9,20,9,71,0.779584,0.307552,1968833.635244,2455214.619654,0.048017,0.064158,0.031245,0.016772,0.032914,0.054535,0.107018,0.514506,0.399261,-0.197504,-0.495209,3.070952,False,0.097000
v6-2__H10__S0__P5__E2_B18,v6-2,10,S0,P5,E2_B18,E2,1107,858,851,0,5,0,244,0,1,6,46,7,22,0,0,0,0,0,57,124,670,0,0,0,0,0,0,0,540,9,20,9,76,0.775068,0.286867,1813154.506396,2333896.274774,0.042057,0.060431,0.031245,0.010813,0.029187,0.037693,0.101743,0.460227,0.382879,-0.217993,-0.512544,2.441349,False,0.097000
v6-2__H10__S0__P5__E2_B19,v6-2,10,S0,P5,E2_B19,E2,1107,840,832,0,5,0,262,0,1,7,49,8,25,0,0,0,0,0,18,119,695,0,0,0,0,0,0,0,540,9,20,9,85,0.758808,0.314631,1614798.505509,2144613.331986,0.033733,0.054240,0.031245,0.002488,0.022996,0.007908,0.073088,0.377551,0.356545,-0.242814,-0.509487,2.421355,False,0.148000
v6-2__H10__S0__P5__E2_B2,v6-2,10,S0,P5,E2_B2,E2,1107,845,838,0,5,0,257,0,1,6,46,7,22,0,0,0,0,0,54,123,661,0,0,0,0,0,0,0,540,9,20,9,77,0.763324,0.287108,1798212.537748,2317304.042518,0.041461,0.059908,0.031245,0.010216,0.028663,0.035583,0.099834,0.454227,0.380642,-0.216292,-0.513073,2.347743,False,0.084000
v6-2__H10__S0__P5__E2_B20,v6-2,10,S0,P5,E2_B20,E2,1107,854,847,0,5,0,248,0,1,6,46,7,22,0,0,0,0,0,59,124,664,0,0,0,0,0,0,0,540,9,20,9,77,0.771454,0.286968,1800498.635880,2321067.887944,0.041552,0.060027,0.031245,0.010308,0.028782,0.035919,0.100298,0.455271,0.381061,-0.216999,-0.513084,2.390694,False,0.089000
v6-2__H10__S0__P5__E2_B3,v6-2,10,S0,P5,E2_B3,E2,1107,853,846,0,5,0,249,0,1,6,46,7,22,0,0,0,0,0,59,125,662,0,0,0,0,0,0,0,540,9,20,9,73,0.770551,0.287222,1825732.745333,2348583.527795,0.042556,0.060892,0.031245,0.011312,0.029647,0.039383,0.103221,0.466544,0.385022,-0.217113,-0.513182,2.403241,False,0.096000
v6-2__H10__S0__P5__E2_B4,v6-2,10,S0,P5,E2_B4,E2,1107,844,837,0,5,0,258,0,1,6,46,7,22,0,0,0,0,0,53,123,661,0,0,0,0,0,0,0,540,9,20,9,78,0.762421,0.286248,1774527.623967,2299631.649936,0.040505,0.059346,0.031245,0.009261,0.028102,0.032351,0.098172,0.443867,0.378156,-0.219546,-0.513998,2.416787,False,0.082000
v6-2__H10__S0__P5__E2_B5,v6-2,10,S0,P5,E2_B5,E2,1107,844,837,0,5,0,258,0,1,6,46,7,22,0,0,0,0,0,53,123,661,0,0,0,0,0,0,0,540,9,20,9,78,0.762421,0.286248,1774527.623967,2299631.649936,0.040505,0.059346,0.031245,0.009261,0.028102,0.032351,0.098172,0.443867,0.378156,-0.219546,-0.513998,2.416787,False,0.136000
v6-2__H10__S0__P5__E2_B6,v6-2,10,S0,P5,E2_B6,E2,1107,843,836,0,5,0,259,0,1,6,47,7,21,0,0,0,0,0,58,124,654,0,0,0,0,0,0,0,540,9,20,9,76,0.761518,0.286757,1780708.896602,2306463.888722,0.040756,0.059564,0.031245,0.009511,0.028319,0.033168,0.098757,0.446244,0.379028,-0.219002,-0.514022,2.371228,False,0.092000
v6-2__H10__S0__P5__E2_B7,v6-2,10,S0,P5,E2_B7,E2,1107,835,828,0,5,0,267,0,1,6,46,7,21,0,0,0,0,0,46,122,660,0,0,0,0,0,0,0,540,9,20,9,82,0.754291,0.285526,1721697.845772,2235378.755751,0.038330,0.057270,0.031245,0.007086,0.026025,0.024816,0.091149,0.421088,0.368797,-0.226179,-0.513400,2.275868,False,0.144000
v6-2__H10__S0__P5__E2_B8,v6-2,10,S0,P5,E2_B8,E2,1107,841,834,0,5,0,261,0,1,6,46,7,22,0,0,0,0,0,53,116,665,0,0,0,0,0,0,0,540,9,20,9,80,0.759711,0.291325,1714719.407288,2221217.805596,0.038038,0.056805,0.031245,0.006794,0.025560,0.023320,0.087738,0.418959,0.366972,-0.227588,-0.513998,2.351320,False,0.082000
v6-2__H10__S0__P5__E2_B9,v6-2,10,S0,P5,E2_B9,E2,1107,848,842,0,5,0,254,0,1,5,44,6,21,0,0,0,0,0,78,124,640,0,0,0,0,0,0,0,540,9,20,9,76,0.766034,0.288248,1836374.046139,2348760.037401,0.042976,0.060898,0.031245,0.011731,0.029653,0.040699,0.102873,0.466223,0.385156,-0.201955,-0.520369,2.334012,False,0.138000
v6-2__H10__S0__P5__E3,v6-2,10,S0,P5,E3,E3,1107,827,820,0,5,0,275,0,1,6,3398,7,0,0,0,0,0,0,0,0,428,392,0,0,0,0,0,0,540,9,20,9,90,0.747064,0.277656,1349057.508292,2015397.469566,0.020944,0.049714,0.031245,-0.010300,0.018470,-0.037097,0.066520,0.259064,0.338251,-0.200189,-0.512691,1.556572,False,0.070000
v6-2__H10__S0__P5__E4,v6-2,10,S0,P5,E4,E4,1107,907,1219,0,5,0,195,0,1,8,2343,9,0,0,0,21,0,0,0,0,816,82,321,0,0,0,0,0,540,9,20,9,81,0.819332,0.296576,1601720.252798,2086391.156263,0.033151,0.052233,0.031245,0.001906,0.020989,0.006427,0.070770,0.365672,0.347042,-0.201756,-0.507701,8.137948,False,0.093000
v6-2__H10__S0__P5__E5,v6-2,10,S0,P5,E5,E5,1107,859,851,0,5,0,243,0,1,7,2528,8,0,0,0,0,0,0,0,0,620,0,0,231,0,0,0,0,540,9,20,9,83,0.775971,0.308543,1568814.415400,2164337.255487,0.031667,0.054909,0.031245,0.000423,0.023664,0.001369,0.076696,0.363131,0.360777,-0.202550,-0.501766,2.817280,False,0.082000
v6-2__H10__S0__P5__E6,v6-2,10,S0,P5,E6,E6,1107,973,965,0,5,0,129,0,1,7,2071,8,0,0,0,0,0,0,0,0,430,0,0,0,535,0,0,0,540,9,20,9,70,0.878952,0.298145,1951258.770648,2628099.701286,0.047367,0.069183,0.031245,0.016122,0.037939,0.054075,0.127249,0.539989,0.427261,-0.178258,-0.482307,3.722592,False,0.071000
v6-2__H10__S0__P5__E7,v6-2,10,S0,P5,E7,E7,1107,854,845,0,5,0,248,0,1,8,1496,9,0,0,0,0,0,0,0,0,798,0,0,0,0,47,0,0,540,9,20,9,73,0.771454,0.341088,1968547.228170,2556276.137396,0.048006,0.067134,0.031245,0.016762,0.035890,0.049142,0.105221,0.498353,0.412458,-0.180060,-0.485588,3.506483,False,0.093000
v6-2__H20__S0__P5__E0,v6-2,20,S0,P5,E0,E0,1107,654,639,0,5,0,448,0,2,13,45,15,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0,0,540,9,20,9,196,0.590786,0.524551,1259361.307558,1696088.856141,0.016093,0.037253,0.031245,-0.015151,0.006009,-0.028885,0.011455,0.182609,0.276976,-0.262211,-0.518351,1.976850,False,0.138000
v6-2__H20__S0__P5__E1_A1,v6-2,20,S0,P5,E1_A1,E1,1107,765,757,0,5,0,337,0,4,4,61,8,0,0,0,0,0,0,193,311,253,0,0,0,0,0,0,0,540,9,20,9,127,0.691057,0.285873,1284162.238276,1868341.042264,0.017466,0.044223,0.031245,-0.013779,0.012978,-0.048199,0.045398,0.203407,0.308220,-0.266388,-0.577888,2.001271,False,0.086000
v6-2__H20__S0__P5__E1_A10,v6-2,20,S0,P5,E1_A10,E1,1107,698,691,0,5,0,404,0,1,6,71,7,0,0,0,0,0,0,50,296,345,0,0,0,0,0,0,0,540,9,20,9,166,0.630533,0.348116,999044.820730,1715256.446533,-0.000066,0.038061,0.031245,-0.031311,0.006816,-0.089943,0.019580,0.066375,0.281808,-0.298984,-0.584842,1.191552,False,0.084000
v6-2__H20__S0__P5__E1_A11,v6-2,20,S0,P5,E1_A11,E1,1107,660,651,0,5,0,442,0,2,7,58,9,0,0,0,0,0,0,47,188,416,0,0,0,0,0,0,0,540,9,20,9,205,0.596206,0.310961,774180.457981,1272585.637810,-0.017564,0.016828,0.031245,-0.048808,-0.014416,-0.156959,-0.046361,-0.048553,0.187029,-0.397036,-0.618395,1.268035,False,0.085000
v6-2__H20__S0__P5__E1_A12,v6-2,20,S0,P5,E1_A12,E1,1107,679,667,0,5,0,423,0,2,10,76,12,0,0,0,0,0,0,53,121,493,0,0,0,0,0,0,0,540,9,20,9,183,0.613369,0.422132,999258.133630,1399570.434716,-0.000051,0.023546,0.031245,-0.031296,-0.007699,-0.074138,-0.018237,0.069138,0.216563,-0.312116,-0.554394,1.819288,False,0.091000
v6-2__H20__S0__P5__E1_A2,v6-2,20,S0,P5,E1_A2,E1,1107,728,718,0,5,0,374,0,5,5,53,10,0,0,0,0,0,0,187,203,328,0,0,0,0,0,0,0,540,9,20,9,164,0.657633,0.302141,1033910.075379,1419434.995448,0.002311,0.024545,0.031245,-0.028933,-0.006699,-0.095761,-0.022173,0.083877,0.221044,-0.322070,-0.642147,1.574795,False,0.089000
v6-2__H20__S0__P5__E1_A3,v6-2,20,S0,P5,E1_A3,E1,1107,790,779,0,5,0,312,0,4,7,74,11,0,0,0,0,0,0,231,130,418,0,0,0,0,0,0,0,540,9,20,9,138,0.713640,0.380262,1407225.089943,1746016.027727,0.023932,0.039339,0.031245,-0.007312,0.008094,-0.019229,0.021286,0.249978,0.286105,-0.286246,-0.544872,3.079553,False,0.143000
v6-2__H20__S0__P5__E1_A4,v6-2,20,S0,P5,E1_A4,E1,1107,750,741,0,5,0,352,0,4,5,66,9,0,0,0,0,0,0,137,312,292,0,0,0,0,0,0,0,540,9,20,9,132,0.677507,0.300260,1289726.485007,1937308.563727,0.017770,0.046846,0.031245,-0.013474,0.015602,-0.044875,0.051961,0.203242,0.319186,-0.272996,-0.554558,2.040176,False,0.111000
v6-2__H20__S0__P5__E1_A5,v6-2,20,S0,P5,E1_A5,E1,1107,709,698,0,5,0,393,0,5,6,58,11,0,0,0,0,0,0,133,205,360,0,0,0,0,0,0,0,540,9,20,9,167,0.640470,0.314259,1051572.780293,1513108.791968,0.003487,0.029088,0.031245,-0.027757,-0.002156,-0.088326,-0.006862,0.093711,0.240876,-0.330289,-0.618056,1.582469,False,0.087000
v6-2__H20__S0__P5__E1_A6,v6-2,20,S0,P5,E1_A6,E1,1107,765,751,0,5,0,337,0,5,9,75,14,0,0,0,0,0,0,155,134,462,0,0,0,0,0,0,0,540,9,20,9,134,0.691057,0.399750,1500344.966926,1940729.594704,0.028485,0.046974,0.031245,-0.002760,0.015730,-0.006904,0.039349,0.282151,0.318932,-0.271125,-0.496015,2.916312,False,0.097000
v6-2__H20__S0__P5__E1_A7,v6-2,20,S0,P5,E1_A7,E1,1107,721,715,0,5,0,381,0,1,5,70,6,0,0,0,0,0,0,75,311,329,0,0,0,0,0,0,0,540,9,20,9,148,0.651310,0.296638,974420.789818,1665383.680301,-0.001792,0.035942,0.031245,-0.033037,0.004698,-0.111371,0.015837,0.053620,0.271482,-0.332836,-0.586380,1.014066,False,0.118000
v6-2__H20__S0__P5__E1_A8,v6-2,20,S0,P5,E1_A8,E1,1107,693,683,0,5,0,409,0,4,6,61,10,0,0,0,0,0,0,81,202,400,0,0,0,0,0,0,0,540,9,20,9,182,0.626016,0.293812,935542.054062,1461404.129818,-0.004602,0.026614,0.031245,-0.035847,-0.004631,-0.122006,-0.015760,0.040340,0.230009,-0.350021,-0.624269,1.384706,False,0.130000
v6-2__H20__S0__P5__E1_A9,v6-2,20,S0,P5,E1_A9,E1,1107,741,729,0,5,0,361,0,3,9,77,12,0,0,0,0,0,0,92,134,503,0,0,0,0,0,0,0,540,9,20,9,152,0.669377,0.398498,1311005.992855,1769169.164798,0.018924,0.040287,0.031245,-0.012320,0.009043,-0.030917,0.022692,0.206574,0.289855,-0.288534,-0.518319,2.339811,False,0.097000
v6-2__H20__S0__P5__E2_B1,v6-2,20,S0,P5,E2_B1,E2,1107,702,691,0,5,0,400,0,5,6,58,11,36,0,0,0,0,0,116,198,377,0,0,0,0,0,0,0,540,9,20,9,175,0.634146,0.315953,1018624.991884,1509534.748309,0.001278,0.028920,0.031245,-0.029966,-0.002325,-0.094844,-0.007358,0.079098,0.240108,-0.334729,-0.606656,1.454862,False,0.109000
v6-2__H20__S0__P5__E2_B10,v6-2,20,S0,P5,E2_B10,E2,1107,747,737,0,5,0,355,0,5,5,54,10,35,0,0,0,0,0,183,198,356,0,0,0,0,0,0,0,540,9,20,9,146,0.674797,0.319869,1254411.933439,1662679.398975,0.015816,0.035826,0.031245,-0.015428,0.004581,-0.048234,0.014322,0.185791,0.270140,-0.289010,-0.595791,1.921981,False,0.120000
v6-2__H20__S0__P5__E2_B11,v6-2,20,S0,P5,E2_B11,E2,1107,673,665,0,5,0,429,0,2,6,59,8,40,0,0,0,0,0,67,191,407,0,0,0,0,0,0,0,540,9,20,9,188,0.607949,0.308032,846556.619859,1321234.845831,-0.011466,0.019473,0.031245,-0.042711,-0.011772,-0.138656,-0.038217,-0.006415,0.198922,-0.384917,-0.612112,1.192965,False,0.175000
v6-2__H20__S0__P5__E2_B12,v6-2,20,S0,P5,E2_B12,E2,1107,688,679,0,5,0,414,0,2,7,59,9,41,0,0,0,0,0,48,189,442,0,0,0,0,0,0,0,540,9,20,9,195,0.621500,0.320137,811564.426229,1312017.216216,-0.014351,0.018979,0.031245,-0.045595,-0.012266,-0.142424,-0.038315,-0.025196,0.196594,-0.396588,-0.608234,1.435698,False,0.119000
v6-2__H20__S0__P5__E2_B13,v6-2,20,S0,P5,E2_B13,E2,1107,729,720,0,5,0,373,0,4,5,67,9,33,0,0,0,0,0,116,306,298,0,0,0,0,0,0,0,540,9,20,9,142,0.658537,0.297242,1152241.762856,1837175.112206,0.009859,0.043007,0.031245,-0.021386,0.011763,-0.071947,0.039573,0.140761,0.302438,-0.276823,-0.562251,1.641937,False,0.113000
v6-2__H20__S0__P5__E2_B14,v6-2,20,S0,P5,E2_B14,E2,1107,732,718,0,5,0,370,0,5,9,75,14,42,0,0,0,0,0,126,130,462,0,0,0,0,0,0,0,540,9,20,9,155,0.661247,0.390071,1313670.750518,1738107.797887,0.019067,0.039012,0.031245,-0.012177,0.007768,-0.031218,0.019914,0.207960,0.284359,-0.286647,-0.527386,2.228320,False,0.129000
v6-2__H20__S0__P5__E2_B18,v6-2,20,S0,P5,E2_B18,E2,1107,717,706,0,5,0,385,0,5,6,56,11,38,0,0,0,0,0,126,202,378,0,0,0,0,0,0,0,540,9,20,9,157,0.647696,0.322893,1156256.793618,1638357.832504,0.010102,0.034770,0.031245,-0.021142,0.003525,-0.065478,0.010917,0.142173,0.265474,-0.309204,-0.587620,1.750489,False,0.179000
v6-2__H20__S0__P5__E2_B19,v6-2,20,S0,P5,E2_B19,E2,1107,692,683,0,5,0,410,0,2,7,60,9,41,0,0,0,0,0,52,190,441,0,0,0,0,0,0,0,540,9,20,9,191,0.625113,0.323403,882531.413474,1407443.690790,-0.008614,0.023944,0.031245,-0.039858,-0.007301,-0.123247,-0.022576,0.013687,0.218358,-0.364514,-0.606298,1.656356,False,0.081000
v6-2__H20__S0__P5__E2_B2,v6-2,20,S0,P5,E2_B2,E2,1107,718,707,0,5,0,384,0,5,6,56,11,36,0,0,0,0,0,121,200,386,0,0,0,0,0,0,0,540,9,20,9,168,0.648600,0.321553,1090530.752067,1562065.244316,0.006018,0.031359,0.031245,-0.025227,0.000115,-0.078453,0.000357,0.112435,0.250661,-0.313480,-0.592769,1.659462,False,0.121000
v6-2__H20__S0__P5__E2_B20,v6-2,20,S0,P5,E2_B20,E2,1107,727,716,0,5,0,375,0,5,6,56,11,36,0,0,0,0,0,130,198,388,0,0,0,0,0,0,0,540,9,20,9,154,0.656730,0.326839,1207484.534380,1669679.843959,0.013138,0.036127,0.031245,-0.018106,0.004883,-0.055398,0.014939,0.164674,0.271284,-0.297336,-0.578192,1.907044,False,0.153000
v6-2__H20__S0__P5__E2_B3,v6-2,20,S0,P5,E2_B3,E2,1107,712,701,0,5,0,390,0,5,6,56,11,38,0,0,0,0,0,125,200,376,0,0,0,0,0,0,0,540,9,20,9,161,0.643180,0.322110,1122759.452963,1599690.702411,0.008048,0.033060,0.031245,-0.023196,0.001816,-0.072013,0.005636,0.127125,0.258098,-0.309640,-0.589505,1.695633,False,0.179000
v6-2__H20__S0__P5__E2_B4,v6-2,20,S0,P5,E2_B4,E2,1107,702,691,0,5,0,400,0,5,6,58,11,36,0,0,0,0,0,116,198,377,0,0,0,0,0,0,0,540,9,20,9,175,0.634146,0.315953,1018624.991884,1509534.748309,0.001278,0.028920,0.031245,-0.029966,-0.002325,-0.094844,-0.007358,0.079098,0.240108,-0.334729,-0.606656,1.454862,False,0.074000
v6-2__H20__S0__P5__E2_B5,v6-2,20,S0,P5,E2_B5,E2,1107,702,691,0,5,0,400,0,5,6,58,11,36,0,0,0,0,0,116,198,377,0,0,0,0,0,0,0,540,9,20,9,175,0.634146,0.315953,1018624.991884,1509534.748309,0.001278,0.028920,0.031245,-0.029966,-0.002325,-0.094844,-0.007358,0.079098,0.240108,-0.334729,-0.606656,1.454862,False,0.119000
v6-2__H20__S0__P5__E2_B6,v6-2,20,S0,P5,E2_B6,E2,1107,714,703,0,5,0,388,0,5,6,58,11,36,0,0,0,0,0,127,200,376,0,0,0,0,0,0,0,540,9,20,9,164,0.644986,0.321400,1102799.910638,1592636.870551,0.006797,0.032744,0.031245,-0.024447,0.001500,-0.076065,0.004666,0.118048,0.256776,-0.317587,-0.591191,1.637292,False,0.120000
v6-2__H20__S0__P5__E2_B7,v6-2,20,S0,P5,E2_B7,E2,1107,704,693,0,5,0,398,0,5,6,58,11,36,0,0,0,0,0,113,199,381,0,0,0,0,0,0,0,540,9,20,9,174,0.635953,0.316509,1023259.970787,1517226.807585,0.001593,0.029282,0.031245,-0.029651,-0.001963,-0.093683,-0.006201,0.081451,0.241674,-0.334740,-0.605455,1.361485,False,0.118000
v6-2__H20__S0__P5__E2_B8,v6-2,20,S0,P5,E2_B8,E2,1107,716,705,0,5,0,386,0,5,6,58,11,36,0,0,0,0,0,117,183,405,0,0,0,0,0,0,0,540,9,20,9,180,0.646793,0.313413,958615.679313,1421545.946607,-0.002922,0.024650,0.031245,-0.034166,-0.006594,-0.109014,-0.021039,0.049995,0.221473,-0.357449,-0.610280,1.492845,False,0.183000
v6-2__H20__S0__P5__E2_B9,v6-2,20,S0,P5,E2_B9,E2,1107,712,702,0,5,0,390,0,5,5,55,10,35,0,0,0,0,0,141,196,365,0,0,0,0,0,0,0,540,9,20,9,171,0.643180,0.309337,1011542.519671,1461629.091170,0.000795,0.026625,0.031245,-0.030450,-0.004620,-0.098435,-0.014934,0.075567,0.230101,-0.326588,-0.603051,1.374589,False,0.174000
v6-2__H20__S0__P5__E3,v6-2,20,S0,P5,E3,E3,1107,769,761,0,5,0,333,0,1,7,3403,8,0,0,0,0,0,0,0,0,138,623,0,0,0,0,0,0,540,9,20,9,129,0.694670,0.382212,1245373.025133,2036002.934535,0.015308,0.050454,0.031245,-0.015937,0.019209,-0.041696,0.050258,0.189198,0.340917,-0.218231,-0.561972,1.353317,False,0.086000
