cell_id,pool,H,sel,pos,exit,family,total_signals,entered,n_trades,dropped_slot_full,dropped_limitup,dropped_no_quote,dropped_cash,truncated_no_next,truncated_window,truncated_exhausted,deferred_exits,open_at_end,vol_fallback_mid,p3_atr_fallback,p4_atr_fallback,e4_lot_skip,e7_atr_missing,exits_E0,exits_tp,exits_sl,exits_horizon,exits_trail_tp,exits_scale_out,exits_breakeven_sl,exits_time_stop,exits_chandelier_sl,neg_equity_idx_days,neg_equity_cash_days,signal_days,signal_days_burst,signal_max,p5_days_diluted,p5_days_cashbound,coverage,capital_utilization,final_equity_cash,final_equity_idx,annualized_cash,annualized_idx,bench_annualized,excess_cash,excess_idx,per_cash,per_idx,sharpe_cash,sharpe_idx,maxdd_cash,maxdd_idx,cluster_t,passed,runtime_sec
v6-4__H20__S0__P5__E4,v6-4,20,S0,P5,E4,E4,7444,4119,5807,0,71,0,3254,0,18,27,4065,45,0,0,0,476,0,0,0,0,2679,1395,1733,0,0,0,0,0,1568,147,223,147,814,0.553332,1.000860,1735592.102664,1628339.041251,0.038908,0.034330,0.031245,0.007664,0.003086,0.007657,0.003083,0.302095,0.262104,-0.383917,-0.567330,12.836388,False,0.617000
v6-4__H20__S0__P5__E5,v6-4,20,S0,P5,E5,E5,7444,3090,3067,0,71,0,4283,0,6,17,6643,23,0,0,0,0,0,0,0,0,1585,0,0,1482,0,0,0,0,1568,147,223,147,947,0.415099,0.607286,667996.501988,1208075.044526,-0.027546,0.013173,0.031245,-0.058791,-0.018072,-0.096809,-0.029759,-0.006379,0.176449,-0.654765,-0.711316,2.266921,False,0.644000
v6-4__H20__S0__P5__E6,v6-4,20,S0,P5,E6,E6,7444,3949,3928,0,71,0,3424,0,2,19,4827,21,0,0,0,0,0,0,0,0,1468,0,0,0,2460,0,0,0,1568,147,223,147,804,0.530494,0.671666,1255131.897240,1535087.670196,0.015856,0.030116,0.031245,-0.015388,-0.001129,-0.022910,-0.001680,0.179109,0.244516,-0.589771,-0.699557,0.813927,False,0.407000
v6-4__H20__S0__P5__E7,v6-4,20,S0,P5,E7,E7,7444,2652,2617,0,71,0,4721,0,9,26,4867,35,0,0,0,0,0,0,0,0,1824,0,0,0,0,793,0,0,1568,147,223,147,947,0.356260,0.824849,1104932.302252,1539892.079535,0.006932,0.030339,0.031245,-0.024312,-0.000906,-0.029475,-0.001098,0.135803,0.245575,-0.578085,-0.646525,2.285283,False,0.647000
v6-4__H25__S0__P5__E0,v6-4,25,S0,P5,E0,E0,7444,2065,2019,0,71,0,5308,0,19,27,91,46,0,0,0,0,0,2019,0,0,0,0,0,0,0,0,0,0,1568,147,223,147,1134,0.277405,0.881930,1055676.722152,1203076.447422,0.003758,0.012882,0.031245,-0.027486,-0.018363,-0.031166,-0.020821,0.125980,0.176312,-0.563929,-0.663678,3.321253,False,0.377000
v6-4__H25__S0__P5__E1_A1,v6-4,25,S0,P5,E1_A1,E1,7444,3759,3714,0,71,0,3614,0,33,12,307,45,0,0,0,0,0,0,1095,1669,950,0,0,0,0,0,0,0,1568,147,223,147,877,0.504970,0.661137,937355.309803,1371312.529754,-0.004469,0.022102,0.031245,-0.035713,-0.009143,-0.054018,-0.013829,0.075555,0.211308,-0.537287,-0.700624,1.177886,False,0.306000
v6-4__H25__S0__P5__E1_A10,v6-4,25,S0,P5,E1_A10,E1,7444,2845,2802,0,71,0,4528,0,27,16,237,43,0,0,0,0,0,0,325,1230,1247,0,0,0,0,0,0,0,1568,147,223,147,1011,0.382187,0.614162,822040.279666,1298355.333960,-0.013475,0.018240,0.031245,-0.044720,-0.013004,-0.072814,-0.021174,0.038843,0.194844,-0.642727,-0.703080,2.220263,False,0.394000
v6-4__H25__S0__P5__E1_A11,v6-4,25,S0,P5,E1_A11,E1,7444,2827,2748,0,71,0,4546,0,63,16,206,79,0,0,0,0,0,0,388,808,1552,0,0,0,0,0,0,0,1568,147,223,147,954,0.379769,0.763449,1316235.355460,1630197.124409,0.019205,0.034412,0.031245,-0.012040,0.003167,-0.015770,0.004149,0.196055,0.261284,-0.586967,-0.708549,3.485493,False,0.655000
v6-4__H25__S0__P5__E1_A12,v6-4,25,S0,P5,E1_A12,E1,7444,2679,2604,0,71,0,4694,0,53,22,230,75,0,0,0,0,0,0,374,505,1725,0,0,0,0,0,0,0,1568,147,223,147,977,0.359887,0.871888,1438006.706404,1614826.271019,0.025468,0.033734,0.031245,-0.005777,0.002489,-0.006626,0.002855,0.225741,0.258899,-0.541518,-0.677042,4.185166,False,0.393000
v6-4__H25__S0__P5__E1_A2,v6-4,25,S0,P5,E1_A2,E1,7444,3803,3741,0,71,0,3570,0,45,17,219,62,0,0,0,0,0,0,1229,1117,1395,0,0,0,0,0,0,0,1568,147,223,147,828,0.510881,0.882984,1598863.016277,1890740.628596,0.033023,0.045085,0.031245,0.001779,0.013840,0.002014,0.015674,0.265678,0.304572,-0.499671,-0.669290,2.476552,False,0.497000
v6-4__H25__S0__P5__E1_A3,v6-4,25,S0,P5,E1_A3,E1,7444,4110,4005,0,71,0,3263,0,83,22,247,105,0,0,0,0,0,0,1431,754,1820,0,0,0,0,0,0,0,1568,147,223,147,694,0.552123,1.182702,2742826.725466,2957008.168606,0.072351,0.077947,0.031245,0.041106,0.046703,0.034756,0.039488,0.466422,0.431165,-0.437232,-0.618638,5.195533,False,0.851000
v6-4__H25__S0__P5__E1_A4,v6-4,25,S0,P5,E1_A4,E1,7444,3198,3125,0,71,0,4175,0,57,16,239,73,0,0,0,0,0,0,704,1353,1068,0,0,0,0,0,0,0,1568,147,223,147,907,0.429608,0.664657,1021281.794744,1580782.637757,0.001459,0.032210,0.031245,-0.029786,0.000965,-0.044813,0.001453,0.108763,0.253104,-0.583714,-0.697676,2.698675,False,0.602000
v6-4__H25__S0__P5__E1_A5,v6-4,25,S0,P5,E1_A5,E1,7444,3344,3253,0,71,0,4029,0,71,20,222,91,0,0,0,0,0,0,830,928,1495,0,0,0,0,0,0,0,1568,147,223,147,836,0.449221,0.912247,1714838.556772,2036994.023310,0.038043,0.050489,0.031245,0.006799,0.019245,0.007453,0.021096,0.288894,0.326014,-0.492572,-0.671963,4.341366,False,0.464000
v6-4__H25__S0__P5__E1_A6,v6-4,25,S0,P5,E1_A6,E1,7444,3438,3322,0,71,0,3935,0,92,24,223,116,0,0,0,0,0,0,826,659,1837,0,0,0,0,0,0,0,1568,147,223,147,750,0.461848,1.172356,2592337.634087,2693499.359739,0.068170,0.071004,0.031245,0.036925,0.039760,0.031496,0.033914,0.439118,0.404809,-0.450243,-0.632774,4.444213,False,0.478000
v6-4__H25__S0__P5__E1_A7,v6-4,25,S0,P5,E1_A7,E1,7444,2975,2933,0,71,0,4398,0,27,15,244,42,0,0,0,0,0,0,506,1260,1167,0,0,0,0,0,0,0,1568,147,223,147,982,0.399651,0.623735,835385.438063,1260415.111796,-0.012375,0.016152,0.031245,-0.043619,-0.015093,-0.069933,-0.024197,0.041231,0.186278,-0.613137,-0.713319,2.739610,False,0.402000
v6-4__H25__S0__P5__E1_A8,v6-4,25,S0,P5,E1_A8,E1,7444,3062,2979,0,71,0,4311,0,64,19,211,83,0,0,0,0,0,0,585,833,1561,0,0,0,0,0,0,0,1568,147,223,147,906,0.411338,0.837815,1551712.995059,1847458.620457,0.030885,0.043410,0.031245,-0.000360,0.012166,-0.000430,0.014521,0.252028,0.297352,-0.547694,-0.685852,4.146957,False,0.696000
v6-4__H25__S0__P5__E1_A9,v6-4,25,S0,P5,E1_A9,E1,7444,3106,2997,0,71,0,4267,0,86,23,228,109,0,0,0,0,0,0,603,581,1813,0,0,0,0,0,0,0,1568,147,223,147,839,0.417249,1.040449,2103371.611001,2264082.579238,0.052824,0.058204,0.031245,0.021579,0.026960,0.020740,0.025912,0.358672,0.355547,-0.508993,-0.665786,4.826630,False,0.478000
v6-4__H25__S0__P5__E2_B1,v6-4,25,S0,P5,E2_B1,E2,7444,3241,3157,0,71,0,4132,0,64,20,224,84,212,0,0,0,0,0,759,888,1510,0,0,0,0,0,0,0,1568,147,223,147,852,0.435384,0.929158,1811646.607703,2086436.226176,0.041997,0.052235,0.031245,0.010753,0.020990,0.011573,0.022591,0.307681,0.332787,-0.509227,-0.676800,4.167500,False,0.639000
v6-4__H25__S0__P5__E2_B10,v6-4,25,S0,P5,E2_B10,E2,7444,3509,3444,0,71,0,3864,0,47,18,187,65,198,0,0,0,0,0,1136,897,1411,0,0,0,0,0,0,0,1568,147,223,147,772,0.471386,0.971329,1943320.540105,2191909.290196,0.047071,0.055833,0.031245,0.015827,0.024589,0.016294,0.025315,0.335301,0.346078,-0.495381,-0.659022,4.643100,False,0.582000
v6-4__H25__S0__P5__E2_B11,v6-4,25,S0,P5,E2_B11,E2,7444,2986,2906,0,71,0,4387,0,62,18,228,80,220,0,0,0,0,0,527,808,1571,0,0,0,0,0,0,0,1568,147,223,147,920,0.401128,0.801492,1428384.011872,1678159.377742,0.024991,0.036491,0.031245,-0.006254,0.005246,-0.007802,0.006545,0.223196,0.269362,-0.572413,-0.706074,4.128320,False,0.943000
v6-4__H25__S0__P5__E2_B12,v6-4,25,S0,P5,E2_B12,E2,7444,2713,2647,0,71,0,4660,0,48,18,220,66,224,0,0,0,0,0,343,759,1545,0,0,0,0,0,0,0,1568,147,223,147,988,0.364455,0.753285,1170256.441034,1444722.457173,0.010944,0.025798,0.031245,-0.020300,-0.005446,-0.026949,-0.007230,0.156803,0.227067,-0.604828,-0.722142,3.349574,False,0.884000
v6-4__H25__S0__P5__E2_B13,v6-4,25,S0,P5,E2_B13,E2,7444,3205,3140,0,71,0,4168,0,50,15,238,65,161,0,0,0,0,0,682,1324,1134,0,0,0,0,0,0,0,1568,147,223,147,871,0.430548,0.731718,1352797.647081,1848003.958893,0.021140,0.043432,0.031245,-0.010104,0.012187,-0.013809,0.016656,0.205040,0.299080,-0.531285,-0.675104,3.094133,False,0.857000
v6-4__H25__S0__P5__E2_B14,v6-4,25,S0,P5,E2_B14,E2,7444,3200,3091,0,71,0,4173,0,85,24,223,109,216,0,0,0,0,0,765,591,1735,0,0,0,0,0,0,0,1568,147,223,147,805,0.429876,1.081888,2253763.431860,2316684.781659,0.057870,0.059888,0.031245,0.026625,0.028644,0.024610,0.026476,0.385928,0.361615,-0.476404,-0.652759,4.728126,False,0.658000
v6-4__H25__S0__P5__E2_B18,v6-4,25,S0,P5,E2_B18,E2,7444,3238,3140,0,71,0,4135,0,79,19,218,98,213,0,0,0,0,0,761,902,1477,0,0,0,0,0,0,0,1568,147,223,147,858,0.434981,0.880291,1692118.135323,1954575.306865,0.037085,0.047490,0.031245,0.005841,0.016245,0.006635,0.018454,0.281711,0.312684,-0.539370,-0.697713,4.099087,False,0.978000
v6-4__H25__S0__P5__E2_B19,v6-4,25,S0,P5,E2_B19,E2,7444,2816,2748,0,71,0,4557,0,52,16,233,68,216,0,0,0,0,0,371,798,1579,0,0,0,0,0,0,0,1568,147,223,147,981,0.378291,0.756048,1209527.405422,1493783.616542,0.013257,0.028173,0.031245,-0.017988,-0.003072,-0.023792,-0.004063,0.168119,0.236639,-0.606401,-0.719720,3.485532,False,0.902000
v6-4__H25__S0__P5__E2_B2,v6-4,25,S0,P5,E2_B2,E2,7444,3180,3101,0,71,0,4193,0,60,19,215,79,205,0,0,0,0,0,745,874,1482,0,0,0,0,0,0,0,1568,147,223,147,850,0.427190,0.926562,1767013.098370,1986321.253269,0.040199,0.048659,0.031245,0.008955,0.017414,0.009665,0.018794,0.299001,0.318191,-0.497385,-0.677357,4.212264,False,0.790000
v6-4__H25__S0__P5__E2_B20,v6-4,25,S0,P5,E2_B20,E2,7444,3252,3172,0,71,0,4121,0,60,20,210,80,206,0,0,0,0,0,786,885,1501,0,0,0,0,0,0,0,1568,147,223,147,840,0.436862,0.944516,1843021.238770,2096857.669562,0.043237,0.052598,0.031245,0.011992,0.021353,0.012697,0.022608,0.315642,0.334618,-0.492584,-0.670267,4.148588,False,0.636000
v6-4__H25__S0__P5__E2_B3,v6-4,25,S0,P5,E2_B3,E2,7444,3268,3172,0,71,0,4105,0,77,19,222,96,211,0,0,0,0,0,785,908,1479,0,0,0,0,0,0,0,1568,147,223,147,839,0.439011,0.919758,1755876.650218,2016950.223519,0.039744,0.049770,0.031245,0.008500,0.018526,0.009241,0.020142,0.296326,0.322481,-0.495389,-0.674688,4.123783,False,0.638000
v6-4__H25__S0__P5__E2_B4,v6-4,25,S0,P5,E2_B4,E2,7444,3241,3157,0,71,0,4132,0,64,20,224,84,212,0,0,0,0,0,759,888,1510,0,0,0,0,0,0,0,1568,147,223,147,852,0.435384,0.929158,1811646.607703,2086436.226176,0.041997,0.052235,0.031245,0.010753,0.020990,0.011573,0.022591,0.307681,0.332787,-0.509227,-0.676800,4.167500,False,0.634000
v6-4__H25__S0__P5__E2_B5,v6-4,25,S0,P5,E2_B5,E2,7444,3241,3157,0,71,0,4132,0,64,20,224,84,212,0,0,0,0,0,759,888,1510,0,0,0,0,0,0,0,1568,147,223,147,852,0.435384,0.929158,1811646.607703,2086436.226176,0.041997,0.052235,0.031245,0.010753,0.020990,0.011573,0.022591,0.307681,0.332787,-0.509227,-0.676800,4.167500,False,0.660000
v6-4__H25__S0__P5__E2_B6,v6-4,25,S0,P5,E2_B6,E2,7444,3255,3173,0,71,0,4118,0,64,18,213,82,212,0,0,0,0,0,791,879,1503,0,0,0,0,0,0,0,1568,147,223,147,852,0.437265,0.931177,1829070.432487,2144073.441360,0.042688,0.054222,0.031245,0.011444,0.022977,0.012289,0.024675,0.312697,0.341815,-0.514597,-0.674573,4.215767,False,0.632000
v6-4__H25__S0__P5__E2_B7,v6-4,25,S0,P5,E2_B7,E2,7444,3232,3149,0,71,0,4141,0,64,19,217,83,208,0,0,0,0,0,746,880,1523,0,0,0,0,0,0,0,1568,147,223,147,860,0.434175,0.902337,1802415.928558,2081303.766541,0.041629,0.052055,0.031245,0.010384,0.020811,0.011508,0.023063,0.303778,0.330896,-0.548747,-0.698573,4.374125,False,0.911000
v6-4__H25__S0__P5__E2_B8,v6-4,25,S0,P5,E2_B8,E2,7444,3233,3149,0,71,0,4140,0,64,20,223,84,219,0,0,0,0,0,765,819,1565,0,0,0,0,0,0,0,1568,147,223,147,842,0.434310,0.936993,1790699.993138,2044431.456889,0.041159,0.050754,0.031245,0.009914,0.019510,0.010581,0.020822,0.303411,0.326721,-0.517522,-0.682543,4.334797,False,0.481000
v6-4__H25__S0__P5__E2_B9,v6-4,25,S0,P5,E2_B9,E2,7444,3472,3403,0,71,0,3901,0,53,16,198,69,209,0,0,0,0,0,965,925,1513,0,0,0,0,0,0,0,1568,147,223,147,760,0.466416,1.016505,2155278.463489,2344108.509533,0.054602,0.060752,0.031245,0.023358,0.029507,0.022978,0.029028,0.370878,0.363633,-0.475776,-0.662148,4.371912,False,1.000000
v6-4__H25__S0__P5__E3,v6-4,25,S0,P5,E3,E3,7444,2878,2856,0,71,0,4495,0,7,15,6446,22,0,0,0,0,0,0,0,0,314,2542,0,0,0,0,0,0,1568,147,223,147,1020,0.386620,0.441622,491591.744083,708514.427172,-0.047972,-0.023574,0.031245,-0.079217,-0.054818,-0.179377,-0.124129,-0.118920,0.027421,-0.665515,-0.753474,1.623808,False,0.291000
v6-4__H25__S0__P5__E4,v6-4,25,S0,P5,E4,E4,7444,3664,5280,0,71,0,3709,0,26,30,3551,56,0,0,0,488,0,0,0,0,1950,1658,1672,0,0,0,0,0,1568,147,223,147,972,0.492208,0.844892,1131606.385088,981263.655806,0.008596,-0.001309,0.031245,-0.022648,-0.032553,-0.026806,-0.038529,0.140097,0.114709,-0.463038,-0.616582,11.927162,False,0.583000
v6-4__H25__S0__P5__E5,v6-4,25,S0,P5,E5,E5,7444,2974,2926,0,71,0,4399,0,29,19,6587,48,0,0,0,0,0,0,0,0,1373,0,0,1553,0,0,0,0,1568,147,223,147,1025,0.399516,0.662309,785443.081816,1339823.852399,-0.016581,0.020459,0.031245,-0.047825,-0.010785,-0.072210,-0.016285,0.039941,0.203443,-0.662253,-0.713481,2.602080,False,0.602000
v6-4__H25__S0__P5__E6,v6-4,25,S0,P5,E6,E6,7444,4010,3950,0,71,0,3363,0,42,18,4890,60,0,0,0,0,0,0,0,0,1525,0,0,0,2425,0,0,0,1568,147,223,147,845,0.538689,0.748134,1238620.081685,1381248.664373,0.014926,0.022613,0.031245,-0.016319,-0.008632,-0.021813,-0.011538,0.175197,0.214260,-0.571098,-0.692342,1.694554,False,0.463000
v6-4__H25__S0__P5__E7,v6-4,25,S0,P5,E7,E7,7444,2602,2520,0,71,0,4771,0,57,25,5924,82,0,0,0,0,0,0,0,0,1439,0,0,0,0,1081,0,0,1568,147,223,147,902,0.349543,1.019345,1493678.152155,1590514.997450,0.028168,0.032649,0.031245,-0.003077,0.001404,-0.003018,0.001378,0.238272,0.254389,-0.497992,-0.628693,1.982078,False,0.482000
v6-5__H10__S0__P5__E0,v6-5,10,S0,P5,E0,E0,1883,897,875,0,22,0,964,0,1,21,43,22,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,0,511,20,212,20,82,0.476367,0.533353,1931906.415437,2178002.362968,0.046644,0.055368,0.031245,0.015400,0.024124,0.028873,0.045230,0.434319,0.364026,-0.209080,-0.389797,3.715351,False,0.104000
v6-5__H10__S0__P5__E1_A1,v6-5,10,S0,P5,E1_A1,E1,1883,1104,1091,0,22,0,757,0,1,12,157,13,0,0,0,0,0,0,141,494,456,0,0,0,0,0,0,0,511,20,212,20,142,0.586298,0.303380,907942.343469,1150084.595226,-0.006664,0.009728,0.031245,-0.037908,-0.021517,-0.124953,-0.070923,0.005863,0.150400,-0.293511,-0.527332,-0.948006,False,0.119000
v6-5__H10__S0__P5__E1_A10,v6-5,10,S0,P5,E1_A10,E1,1883,854,840,0,22,0,1007,0,0,14,99,14,0,0,0,0,0,0,25,239,576,0,0,0,0,0,0,0,511,20,212,20,128,0.453532,0.344277,1078273.778728,1341799.782486,0.005231,0.020563,0.031245,-0.026014,-0.010681,-0.075560,-0.031025,0.105294,0.202498,-0.272810,-0.483535,2.206025,False,0.087000
v6-5__H10__S0__P5__E1_A11,v6-5,10,S0,P5,E1_A11,E1,1883,785,767,0,22,0,1076,0,0,18,62,18,0,0,0,0,0,0,25,122,620,0,0,0,0,0,0,0,511,20,212,20,114,0.416888,0.417481,1471977.390687,1651516.516040,0.027126,0.035343,0.031245,-0.004118,0.004098,-0.009864,0.009817,0.287263,0.272848,-0.189720,-0.454036,3.508845,False,0.083000
v6-5__H10__S0__P5__E1_A12,v6-5,10,S0,P5,E1_A12,E1,1883,837,817,0,22,0,1024,0,1,19,64,20,0,0,0,0,0,0,27,86,704,0,0,0,0,0,0,0,511,20,212,20,94,0.444503,0.450930,1723230.652953,1905795.027044,0.038394,0.045659,0.031245,0.007150,0.014414,0.015855,0.031965,0.384167,0.320810,-0.184499,-0.419704,2.580169,False,0.126000
v6-5__H10__S0__P5__E1_A2,v6-5,10,S0,P5,E1_A2,E1,1883,1066,1050,0,22,0,795,0,0,16,113,16,0,0,0,0,0,0,135,337,578,0,0,0,0,0,0,0,511,20,212,20,114,0.566118,0.376610,1302445.070375,1457494.410951,0.018462,0.026424,0.031245,-0.012782,-0.004821,-0.033941,-0.012801,0.220675,0.230648,-0.208693,-0.491641,-0.668838,False,0.118000
v6-5__H10__S0__P5__E1_A3,v6-5,10,S0,P5,E1_A3,E1,1883,1155,1137,0,22,0,706,0,1,17,103,18,0,0,0,0,0,0,164,177,796,0,0,0,0,0,0,0,511,20,212,20,89,0.613383,0.413809,1580982.769737,1748137.566441,0.032219,0.039426,0.031245,0.000975,0.008182,0.002355,0.019772,0.346202,0.292649,-0.177560,-0.445608,0.282544,False,0.077000
v6-5__H10__S0__P5__E1_A4,v6-5,10,S0,P5,E1_A4,E1,1883,862,848,0,22,0,999,0,1,13,92,14,0,0,0,0,0,0,90,250,508,0,0,0,0,0,0,0,511,20,212,20,102,0.457780,0.330457,1144028.635668,1411493.733933,0.009359,0.024147,0.031245,-0.021886,-0.007097,-0.066228,-0.021477,0.137996,0.219383,-0.241686,-0.488821,2.328938,False,0.086000
v6-5__H10__S0__P5__E1_A5,v6-5,10,S0,P5,E1_A5,E1,1883,842,824,0,22,0,1019,0,1,17,64,18,0,0,0,0,0,0,92,141,591,0,0,0,0,0,0,0,511,20,212,20,94,0.447159,0.401196,1510377.245110,1686046.684381,0.028959,0.036827,0.031245,-0.002285,0.005583,-0.005696,0.013915,0.311153,0.279767,-0.188891,-0.459843,3.071336,False,0.086000
v6-5__H10__S0__P5__E1_A6,v6-5,10,S0,P5,E1_A6,E1,1883,950,931,0,22,0,911,0,1,18,72,19,0,0,0,0,0,0,103,95,733,0,0,0,0,0,0,0,511,20,212,20,79,0.504514,0.435783,1770689.114922,1960308.260837,0.040349,0.047702,0.031245,0.009105,0.016458,0.020892,0.037766,0.421018,0.331138,-0.203112,-0.413108,2.997067,False,0.093000
v6-5__H10__S0__P5__E1_A7,v6-5,10,S0,P5,E1_A7,E1,1883,856,843,0,22,0,1005,0,0,13,97,13,0,0,0,0,0,0,53,252,538,0,0,0,0,0,0,0,511,20,212,20,120,0.454594,0.328145,1049084.533646,1294109.724656,0.003323,0.018010,0.031245,-0.027922,-0.013235,-0.085089,-0.040333,0.090187,0.190464,-0.288200,-0.492012,1.827154,False,0.085000
v6-5__H10__S0__P5__E1_A8,v6-5,10,S0,P5,E1_A8,E1,1883,787,770,0,22,0,1074,0,0,17,64,17,0,0,0,0,0,0,52,139,579,0,0,0,0,0,0,0,511,20,212,20,110,0.417950,0.398850,1426393.203037,1587957.095337,0.024892,0.032534,0.031245,-0.006353,0.001289,-0.015927,0.003232,0.269512,0.259398,-0.198338,-0.460549,2.755038,False,0.117000
v6-5__H10__S0__P5__E1_A9,v6-5,10,S0,P5,E1_A9,E1,1883,840,821,0,22,0,1021,0,1,18,66,19,0,0,0,0,0,0,55,89,677,0,0,0,0,0,0,0,511,20,212,20,89,0.446097,0.428881,1645696.341436,1833309.217596,0.035090,0.042855,0.031245,0.003845,0.011611,0.008966,0.027072,0.355899,0.307500,-0.206393,-0.428142,2.594626,False,0.074000
v6-5__H10__S0__P5__E2_B1,v6-5,10,S0,P5,E2_B1,E2,1883,792,774,0,22,0,1069,0,1,17,69,18,39,0,0,0,0,0,73,136,565,0,0,0,0,0,0,0,511,20,212,20,100,0.420605,0.399915,1483955.464792,1650370.424889,0.027703,0.035293,0.031245,-0.003542,0.004049,-0.008856,0.010124,0.297749,0.272454,-0.185017,-0.460228,2.678244,False,0.130000
v6-5__H10__S0__P5__E2_B10,v6-5,10,S0,P5,E2_B10,E2,1883,797,780,0,22,0,1064,0,1,16,66,17,37,0,0,0,0,0,130,126,524,0,0,0,0,0,0,0,511,20,212,20,112,0.423261,0.388228,1399598.342570,1547816.332389,0.023547,0.030705,0.031245,-0.007697,-0.000539,-0.019827,-0.001390,0.263913,0.250965,-0.180062,-0.472558,3.091096,False,0.102000
v6-5__H10__S0__P5__E2_B11,v6-5,10,S0,P5,E2_B11,E2,1883,765,748,0,22,0,1096,0,0,17,65,17,37,0,0,0,0,0,42,134,572,0,0,0,0,0,0,0,511,20,212,20,110,0.406267,0.399101,1424101.942579,1576457.048806,0.024778,0.032014,0.031245,-0.006467,0.000770,-0.016203,0.001929,0.268341,0.256955,-0.197796,-0.454706,2.521685,False,0.142000
v6-5__H10__S0__P5__E2_B12,v6-5,10,S0,P5,E2_B12,E2,1883,771,753,0,22,0,1090,0,0,18,65,18,38,0,0,0,0,0,24,118,611,0,0,0,0,0,0,0,511,20,212,20,114,0.409453,0.419348,1487401.931940,1663675.294533,0.027868,0.035869,0.031245,-0.003377,0.004624,-0.008052,0.011027,0.293937,0.275383,-0.189053,-0.450712,3.395024,False,0.140000
v6-5__H10__S0__P5__E2_B13,v6-5,10,S0,P5,E2_B13,E2,1883,881,867,0,22,0,980,0,1,13,92,14,36,0,0,0,0,0,78,247,542,0,0,0,0,0,0,0,511,20,212,20,108,0.467870,0.327979,1078441.821046,1320429.264736,0.005242,0.019430,0.031245,-0.026003,-0.011815,-0.079282,-0.036024,0.104523,0.197162,-0.259509,-0.496580,2.219785,False,0.110000
v6-5__H10__S0__P5__E2_B14,v6-5,10,S0,P5,E2_B14,E2,1883,859,840,0,22,0,1002,0,1,18,68,19,44,0,0,0,0,0,83,83,674,0,0,0,0,0,0,0,511,20,212,20,84,0.456187,0.429405,1688068.616932,1874316.389654,0.036913,0.044454,0.031245,0.005669,0.013209,0.013201,0.030761,0.382705,0.315696,-0.192932,-0.430476,3.194312,False,0.081000
v6-5__H10__S0__P5__E2_B18,v6-5,10,S0,P5,E2_B18,E2,1883,815,797,0,22,0,1046,0,1,17,69,18,37,0,0,0,0,0,82,138,577,0,0,0,0,0,0,0,511,20,212,20,96,0.432820,0.402053,1518469.110346,1684366.783087,0.029340,0.036756,0.031245,-0.001904,0.005511,-0.004737,0.013707,0.314528,0.279380,-0.189873,-0.454194,2.963356,False,0.104000
v6-5__H10__S0__P5__E2_B19,v6-5,10,S0,P5,E2_B19,E2,1883,773,755,0,22,0,1088,0,0,18,63,18,38,0,0,0,0,0,25,119,611,0,0,0,0,0,0,0,511,20,212,20,114,0.410515,0.418924,1484650.086676,1670696.973924,0.027736,0.036171,0.031245,-0.003508,0.004926,-0.008375,0.011759,0.293086,0.276841,-0.189053,-0.448766,3.410665,False,0.088000
v6-5__H10__S0__P5__E2_B2,v6-5,10,S0,P5,E2_B2,E2,1883,797,779,0,22,0,1064,0,1,17,69,18,39,0,0,0,0,0,75,138,566,0,0,0,0,0,0,0,511,20,212,20,100,0.423261,0.399952,1486646.063093,1652866.056103,0.027832,0.035401,0.031245,-0.003413,0.004157,-0.008533,0.010393,0.300180,0.273054,-0.185504,-0.459385,2.726003,False,0.099000
v6-5__H10__S0__P5__E2_B20,v6-5,10,S0,P5,E2_B20,E2,1883,798,780,0,22,0,1063,0,1,17,70,18,39,0,0,0,0,0,82,139,559,0,0,0,0,0,0,0,511,20,212,20,99,0.423792,0.401009,1502820.309472,1678977.706282,0.028602,0.036526,0.031245,-0.002642,0.005281,-0.006589,0.013169,0.307137,0.278350,-0.187883,-0.460131,2.692286,False,0.147000
v6-5__H10__S0__P5__E2_B3,v6-5,10,S0,P5,E2_B3,E2,1883,815,797,0,22,0,1046,0,1,17,68,18,38,0,0,0,0,0,82,137,578,0,0,0,0,0,0,0,511,20,212,20,96,0.432820,0.403362,1529291.484179,1695300.932715,0.029846,0.037220,0.031245,-0.001398,0.005976,-0.003467,0.014814,0.319076,0.281612,-0.191079,-0.453106,2.997519,False,0.066000
v6-5__H10__S0__P5__E2_B4,v6-5,10,S0,P5,E2_B4,E2,1883,792,774,0,22,0,1069,0,1,17,69,18,39,0,0,0,0,0,73,136,565,0,0,0,0,0,0,0,511,20,212,20,100,0.420605,0.399915,1483955.464792,1650370.424889,0.027703,0.035293,0.031245,-0.003542,0.004049,-0.008856,0.010124,0.297749,0.272454,-0.185017,-0.460228,2.678244,False,0.085000
v6-5__H10__S0__P5__E2_B5,v6-5,10,S0,P5,E2_B5,E2,1883,792,774,0,22,0,1069,0,1,17,69,18,39,0,0,0,0,0,73,136,565,0,0,0,0,0,0,0,511,20,212,20,100,0.420605,0.399915,1483955.464792,1650370.424889,0.027703,0.035293,0.031245,-0.003542,0.004049,-0.008856,0.010124,0.297749,0.272454,-0.185017,-0.460228,2.678244,False,0.101000
