feature,family,event_only,main_train_ic,main_train_icir,main_train_pos_day,main_train_days,main_train_ic_ret10,main_train_icir_ret10,main_val_ic,main_val_icir,main_val_pos_day,main_val_days,main_val_ic_ret10,main_val_icir_ret10,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,n_valid_years,dir_consistent_year_share,pos_year_share,backup_train_ic,backup_train_icir,backup_train_pos_day,backup_train_days,backup_train_ic_ret10,backup_train_icir_ret10,backup_val_ic,backup_val_icir,backup_val_pos_day,backup_val_days,backup_val_ic_ret10,backup_val_icir_ret10,main_pass,main_fail_reason,backup_pass,backup_fail_reason,is_geo_control,decision,decision_reason
RET1,反转,False,0.05911,0.20229,0.58108,74,-0.01962,-0.05707,0.00611,0.01855,0.44762,105,-0.03809,-0.11939,-0.11677,-0.14815,-0.04724,0.00753,-0.04327,-0.03451,-0.33912,0.00528,-0.18590,-0.05031,0.04466,0.08618,-0.06453,-0.14662,0.00477,-0.10570,-0.05593,-0.00649,-0.07129,0.05704,0.00564,-0.04438,19,0.75000,0.75000,-0.02674,-0.08029,0.42610,636,-0.05693,-0.16395,-0.01676,-0.04850,0.42857,343,-0.04731,-0.12366,False,|val ICIR|=0.019<0.1,False,|val ICIR|=-0.048<0.1,False,淘汰,主池三关未过: |val ICIR|=0.019<0.1
RET5,反转,False,-0.01841,-0.05480,0.45946,74,-0.09732,-0.24948,0.02153,0.06336,0.47619,105,-0.07673,-0.22725,-0.05278,-0.18636,0.04208,-0.07477,-0.08931,-0.21817,-0.34782,-0.00321,0.17445,0.04830,-0.02166,0.04918,-0.07765,-0.25903,0.02512,-0.13410,-0.06382,0.02878,-0.00407,0.03597,0.04958,0.02555,19,0.50000,0.50000,-0.03198,-0.09106,0.42296,636,-0.09202,-0.24726,0.02782,0.07582,0.47522,343,-0.04857,-0.12685,False,符号相反;年度一致率0.50<0.55;|val ICIR|=0.063<0.1,False,符号相反;|val ICIR|=0.076<0.1,False,淘汰,主池三关未过: 符号相反;年度一致率0.50<0.55;|val ICIR|=0.063<0.1
RET10,反转,False,-0.07849,-0.24836,0.39189,74,-0.11637,-0.31509,0.03345,0.10127,0.46667,105,-0.05625,-0.15205,0.06481,-0.21736,-0.04357,0.00396,-0.06190,0.10511,-0.24435,0.00175,0.21274,0.11582,0.00624,-0.00430,0.01156,-0.12757,-0.06744,-0.04319,0.01049,-0.03506,-0.01406,0.06484,0.03358,0.04968,19,0.50000,0.50000,-0.02056,-0.05807,0.41667,636,-0.07562,-0.19854,0.03114,0.08407,0.49271,343,-0.05408,-0.13636,False,符号相反;年度一致率0.50<0.55,False,符号相反;年度一致率0.47<0.55;|val ICIR|=0.084<0.1,False,淘汰,主池三关未过: 符号相反;年度一致率0.50<0.55
RET20,反转,False,-0.06832,-0.23210,0.33784,74,-0.11363,-0.28063,-0.08336,-0.26447,0.39048,105,-0.09149,-0.24165,-0.09892,-0.02938,-0.05312,-0.07241,-0.04374,-0.14600,0.03845,-0.02926,0.11737,-0.11769,-0.00886,-0.05756,-0.11380,-0.05129,0.00868,0.03856,-0.00665,-0.01723,-0.02076,0.07403,0.09565,-0.01331,19,1.00000,0.00000,-0.02738,-0.07841,0.41195,636,-0.05442,-0.14818,0.03594,0.09732,0.48980,343,-0.01509,-0.03723,True,,False,符号相反;|val ICIR|=0.097<0.1,False,B,主池过、备池未过: 符号相反;|val ICIR|=0.097<0.1
RET_ON,隔夜/日内,False,0.05416,0.21574,0.59459,74,0.05174,0.13163,0.02809,0.08450,0.50476,105,-0.03978,-0.12083,-0.07705,-0.03330,0.00878,-0.08195,-0.08894,-0.27515,-0.00419,0.10412,-0.44790,0.09345,0.03659,-0.02844,0.09032,0.03503,0.03962,-0.04374,0.04003,0.00642,-0.01684,0.00232,0.02183,0.03275,19,0.75000,0.75000,0.00882,0.02604,0.47799,636,0.00563,0.01578,0.01134,0.03146,0.46647,343,-0.04971,-0.13452,False,|val ICIR|=0.085<0.1,False,|val ICIR|=0.031<0.1,False,淘汰,主池三关未过: |val ICIR|=0.085<0.1
RET_ID,隔夜/日内,False,0.02132,0.07323,0.54054,74,-0.06514,-0.18677,0.04775,0.13381,0.48571,105,-0.00743,-0.02128,-0.06645,-0.07390,-0.05595,-0.01834,-0.03104,0.11672,-0.20638,-0.09175,0.07560,-0.05274,0.04401,0.03886,-0.09679,-0.20339,0.00727,-0.13200,-0.08761,-0.00236,-0.08085,0.02369,0.01379,-0.02634,19,0.50000,0.50000,-0.04366,-0.12627,0.39843,635,-0.05905,-0.16674,-0.01801,-0.05221,0.41691,343,-0.03448,-0.08781,False,年度一致率0.50<0.55,False,|val ICIR|=-0.052<0.1,False,淘汰,主池三关未过: 年度一致率0.50<0.55
CUMON20,隔夜/日内,False,-0.05494,-0.18007,0.39189,74,-0.03953,-0.12595,0.00323,0.00996,0.49524,105,0.02347,0.06910,0.05288,-0.08377,0.07302,-0.05144,-0.08747,-0.21661,-0.15046,-0.00003,-0.01958,0.12154,-0.03482,-0.00004,0.00289,0.03232,-0.04893,-0.01441,0.03357,0.00104,0.06555,-0.01100,0.00641,0.01942,19,0.50000,0.50000,-0.00152,-0.00442,0.45755,636,-0.00559,-0.01578,0.02133,0.06093,0.46939,343,0.00554,0.01476,False,符号相反;年度一致率0.50<0.55;|val ICIR|=0.010<0.1,False,符号相反;年度一致率0.47<0.55;|val ICIR|=0.061<0.1,False,淘汰,主池三关未过: 符号相反;年度一致率0.50<0.55;|val ICIR|=0.010<0.1
CUMID20,隔夜/日内,False,-0.05217,-0.18439,0.35135,74,-0.10129,-0.27692,-0.02306,-0.07243,0.46667,105,-0.04016,-0.12264,-0.12289,0.01042,-0.05270,-0.06385,0.00342,0.09361,0.21887,-0.07032,0.14683,-0.18042,0.04263,-0.02341,-0.11953,0.06021,0.00941,0.08876,-0.01089,-0.03321,-0.06093,0.09791,0.06475,-0.00176,19,1.00000,0.00000,-0.01691,-0.04776,0.44182,636,-0.05043,-0.13667,0.02285,0.06487,0.48688,343,-0.00909,-0.02505,False,|val ICIR|=-0.072<0.1,False,符号相反;|val ICIR|=0.065<0.1,False,淘汰,主池三关未过: |val ICIR|=-0.072<0.1
VOL5,波动率,False,-0.05069,-0.14442,0.39189,74,-0.07980,-0.22542,-0.10217,-0.31026,0.35238,105,-0.09925,-0.29667,-0.08044,0.09618,-0.00400,0.03412,-0.05583,-0.19282,-0.12841,0.00661,-0.34678,-0.05109,0.04204,0.01874,-0.05582,-0.07679,0.02848,-0.09422,-0.07824,-0.01758,-0.06134,0.02034,0.00449,-0.02934,19,1.00000,0.00000,-0.02643,-0.07646,0.44025,636,-0.01917,-0.05044,-0.01748,-0.04798,0.43149,343,-0.01798,-0.04663,True,,False,|val ICIR|=-0.048<0.1,False,B,主池过、备池未过: |val ICIR|=-0.048<0.1
VOL15,波动率,False,-0.03657,-0.11233,0.40541,74,-0.02043,-0.05510,-0.12481,-0.40794,0.25714,105,-0.08500,-0.24532,-0.11931,0.05530,-0.01529,0.05195,-0.03429,-0.32074,-0.22227,0.02893,-0.19956,-0.18078,0.02210,0.00655,0.03389,-0.19578,0.04755,-0.12650,-0.09504,-0.04536,-0.07017,-0.00072,-0.05869,-0.00340,19,1.00000,0.00000,-0.04171,-0.11363,0.41195,636,-0.01034,-0.02703,-0.03771,-0.10034,0.42566,343,-0.02483,-0.06629,True,,True,,False,A,双池双段三关皆过，共线性幸存
VOL20,波动率,False,-0.02899,-0.08566,0.41892,74,-0.01653,-0.04366,-0.10557,-0.34669,0.25714,105,-0.08086,-0.24763,-0.17990,0.07518,-0.02924,0.02504,-0.02053,-0.33696,-0.26604,0.04031,-0.33215,-0.21074,0.00539,0.06692,0.02534,-0.17258,0.07118,-0.14949,-0.09196,-0.05235,-0.05264,-0.04594,-0.05347,0.03160,19,1.00000,0.00000,-0.04149,-0.11287,0.43239,636,0.00143,0.00365,-0.03109,-0.08316,0.42857,343,-0.01872,-0.04999,True,,False,|val ICIR|=-0.083<0.1,True,几何控制变量,ATRN/VOL20/AMP20 与标签可达性机械相关，建模作控制变量，不按 IC 判优劣
IVOL60,波动率,False,-0.01889,-0.05254,0.45946,74,-0.03304,-0.08398,-0.08904,-0.26679,0.32381,105,-0.05596,-0.15985,-0.13150,-0.15262,-0.05983,-0.01890,0.00103,-0.16018,-0.27699,0.06527,-0.28213,-0.14493,-0.05847,0.01955,0.02363,-0.00496,-0.00282,-0.13302,-0.06259,-0.05167,-0.04452,-0.05774,-0.02074,-0.06321,19,1.00000,0.00000,-0.04233,-0.11871,0.40094,636,-0.01196,-0.03073,-0.04368,-0.11880,0.40525,343,-0.02288,-0.06113,True,,True,,False,淘汰,共线性簇#2败给VOL15
AMP1,波动率,False,-0.07169,-0.23509,0.40541,74,-0.09870,-0.25901,-0.05857,-0.16416,0.35238,105,-0.08579,-0.22521,-0.03854,-0.03836,-0.09074,-0.04358,-0.05872,-0.04140,-0.42327,-0.09810,-0.11785,-0.05599,0.00447,0.06362,-0.09025,-0.12511,-0.05069,-0.13771,-0.10721,-0.00346,-0.07564,-0.03167,0.01415,-0.04521,19,1.00000,0.00000,-0.05500,-0.15549,0.40566,636,-0.07380,-0.20457,-0.03105,-0.08862,0.38192,343,-0.05009,-0.13170,True,,False,|val ICIR|=-0.089<0.1,False,淘汰,共线性簇#3败给HL_SPREAD
AMP20,波动率,False,-0.06786,-0.20893,0.43243,74,-0.03526,-0.08880,-0.10461,-0.34775,0.29524,105,-0.05571,-0.17096,-0.03883,0.03953,-0.03341,-0.07500,-0.04098,-0.30432,-0.26973,0.01632,-0.16777,-0.17430,0.01914,-0.03490,0.03522,-0.09253,-0.00625,-0.12729,-0.10113,-0.07390,-0.05416,-0.02306,-0.06163,-0.00206,19,1.00000,0.00000,-0.05650,-0.15640,0.40252,636,-0.00169,-0.00439,-0.03831,-0.10521,0.41983,343,-0.01748,-0.04511,True,,True,,True,几何控制变量,ATRN/VOL20/AMP20 与标签可达性机械相关，建模作控制变量，不按 IC 判优劣
ATRN,波动率,False,-0.05623,-0.17741,0.40541,74,-0.03467,-0.08703,-0.11401,-0.37206,0.29524,105,-0.09328,-0.28257,-0.09109,0.05126,-0.08038,-0.03288,-0.01862,-0.16707,-0.17587,0.03457,-0.36384,-0.14496,0.00319,-0.04038,0.06321,-0.06165,0.06024,-0.09812,-0.08858,-0.05972,-0.03913,-0.05136,-0.03827,-0.04396,19,1.00000,0.00000,-0.04550,-0.12620,0.41038,636,0.01360,0.03535,-0.04221,-0.11361,0.40525,343,-0.01429,-0.03560,True,,True,,True,几何控制变量,ATRN/VOL20/AMP20 与标签可达性机械相关，建模作控制变量，不按 IC 判优劣
ILLIQ20,流动性,False,0.05054,0.14826,0.58108,74,0.02237,0.05839,-0.02013,-0.05166,0.48571,105,-0.02946,-0.07683,-0.06491,-0.02234,0.03799,-0.03117,0.09971,-0.31925,0.07094,-0.00496,0.23648,-0.04481,0.02745,0.11697,0.02826,0.08964,0.23061,0.04488,-0.02846,0.05050,-0.04563,0.08116,0.08064,0.04647,19,0.50000,0.50000,0.03468,0.10219,0.52044,636,0.00683,0.01846,0.04071,0.11369,0.51603,343,0.01371,0.03474,False,符号相反;年度一致率0.50<0.55;|val ICIR|=-0.052<0.1,True,,False,淘汰,主池三关未过: 符号相反;年度一致率0.50<0.55;|val ICIR|=-0.052<0.1
AMT20,流动性,False,-0.08770,-0.27439,0.29730,74,-0.04414,-0.11929,-0.03419,-0.08900,0.39048,105,-0.00445,-0.01164,0.01648,0.02650,-0.00804,0.01339,-0.08539,0.13538,-0.06005,0.00453,-0.30685,0.00285,-0.02382,-0.12957,0.00057,-0.09614,-0.17197,-0.13174,-0.02761,-0.08510,0.01704,-0.08153,-0.08578,-0.04255,19,0.75000,0.25000,-0.05597,-0.16263,0.36321,636,-0.01928,-0.05344,-0.04866,-0.13532,0.38484,343,-0.01273,-0.03257,False,|val ICIR|=-0.089<0.1,True,,False,淘汰,主池三关未过: |val ICIR|=-0.089<0.1
VR5_60,量能,False,-0.06817,-0.19173,0.33784,74,-0.11707,-0.30228,-0.02306,-0.06691,0.47619,105,-0.04046,-0.11053,-0.13035,-0.00466,-0.03724,-0.07403,-0.04378,-0.19262,-0.24674,-0.10540,-0.03315,-0.04855,0.05950,-0.00468,-0.04626,-0.24885,0.00311,-0.02430,-0.00041,-0.02056,0.00431,0.07011,0.02200,0.03871,19,0.75000,0.25000,-0.03447,-0.09699,0.43711,636,-0.03648,-0.09961,0.03021,0.08558,0.48980,343,0.02011,0.05684,False,|val ICIR|=-0.067<0.1,False,符号相反;|val ICIR|=0.086<0.1,False,淘汰,主池三关未过: |val ICIR|=-0.067<0.1
VR1_20,量能,False,-0.00282,-0.00949,0.47297,74,-0.05848,-0.15467,0.01339,0.03285,0.53333,105,-0.07763,-0.20893,0.00349,-0.17195,-0.06985,-0.06417,-0.04199,-0.13912,-0.61583,-0.07850,-0.22244,0.11804,0.02085,0.12798,-0.05765,-0.11511,-0.05141,-0.02831,0.00237,0.01047,-0.00860,0.02623,0.10356,-0.02549,19,0.25000,0.75000,-0.01757,-0.04900,0.44654,636,-0.08430,-0.23684,0.03008,0.09086,0.50437,343,-0.04865,-0.13174,False,符号相反;年度一致率0.25<0.55;|val ICIR|=0.033<0.1,False,符号相反;|val ICIR|=0.091<0.1,False,淘汰,主池三关未过: 符号相反;年度一致率0.25<0.55;|val ICIR|=0.033<0.1
VOL_MOM,量能,False,-0.06635,-0.18424,0.41892,74,-0.12321,-0.30739,0.00329,0.00919,0.45714,105,-0.07094,-0.21850,-0.08561,-0.07212,-0.09359,-0.03242,-0.08052,0.08859,-0.39781,-0.03601,-0.09024,0.14186,0.06692,0.09318,-0.05636,-0.16280,0.05610,-0.00020,0.00425,0.01931,0.00221,0.03271,0.06559,0.03646,19,0.75000,0.25000,-0.00496,-0.01490,0.46384,636,-0.03873,-0.10645,0.03672,0.10905,0.49854,343,-0.01424,-0.04154,False,符号相反;|val ICIR|=0.009<0.1,False,符号相反;年度一致率0.47<0.55,False,淘汰,主池三关未过: 符号相反;|val ICIR|=0.009<0.1
CPV10,量价相关,False,-0.05128,-0.18006,0.41892,74,-0.08933,-0.24273,-0.06245,-0.19743,0.36190,105,-0.09252,-0.31047,-0.01002,-0.05020,0.03768,-0.09931,-0.03550,-0.34629,0.11040,-0.00606,0.07337,-0.06685,0.03602,-0.02607,-0.04831,-0.10070,-0.00553,0.04886,-0.02657,-0.00106,-0.00531,0.04799,0.05349,-0.02187,19,0.75000,0.25000,-0.01246,-0.03531,0.44497,636,-0.07073,-0.19165,0.01931,0.05560,0.45190,343,-0.06206,-0.16747,True,,False,符号相反;|val ICIR|=0.056<0.1,False,淘汰,共线性簇#4败给CPV_VWAP10
CPV20,量价相关,False,-0.03089,-0.09524,0.36486,74,-0.06604,-0.17722,-0.08393,-0.25317,0.37143,105,-0.10468,-0.31919,-0.06371,-0.11394,-0.02373,-0.08812,0.05678,-0.29054,0.28577,-0.03934,0.11786,-0.10855,0.00884,-0.03526,-0.00099,-0.04442,0.05842,0.05294,-0.07257,-0.01961,-0.04159,0.02702,0.08487,-0.08525,19,0.75000,0.25000,-0.02391,-0.06877,0.41824,636,-0.04086,-0.11426,0.00121,0.00345,0.46064,343,-0.05144,-0.14667,True,,False,符号相反;|val ICIR|=0.003<0.1,False,B,主池过、备池未过: 符号相反;|val ICIR|=0.003<0.1
CPV_VWAP10,量价相关,False,0.04152,0.14177,0.50000,74,0.07854,0.20550,0.08328,0.26966,0.58095,105,0.07498,0.24361,0.03055,-0.00278,0.00337,0.11334,0.01627,0.25790,-0.17006,-0.03587,-0.11960,0.08884,-0.04599,0.02363,0.08760,0.06925,0.02125,-0.06089,-0.01197,0.01069,0.02284,-0.03007,-0.08346,-0.01272,19,0.75000,0.75000,0.00348,0.00997,0.48428,636,0.05636,0.15134,-0.02999,-0.08393,0.47813,343,0.05056,0.13203,True,,False,符号相反;|val ICIR|=-0.084<0.1,False,B,主池过、备池未过: 符号相反;|val ICIR|=-0.084<0.1
HLV_DIV10,量价相关,False,0.03787,0.10727,0.50000,74,0.07617,0.21613,0.03224,0.09170,0.53333,105,0.06682,0.22402,0.03367,-0.07080,-0.04109,0.00425,-0.06351,-0.03274,0.30168,-0.02961,-0.12716,-0.00384,-0.03954,0.00195,-0.07483,0.13959,-0.00384,0.06216,0.01878,-0.02397,0.03132,-0.03015,0.00712,0.08449,19,0.75000,0.75000,-0.00610,-0.01746,0.44340,636,0.01639,0.04580,0.02551,0.07717,0.49563,343,0.05594,0.15920,False,|val ICIR|=0.092<0.1,False,符号相反;年度一致率0.53<0.55;|val ICIR|=0.077<0.1,False,淘汰,主池三关未过: |val ICIR|=0.092<0.1
MAX20,彩票,False,-0.02892,-0.09614,0.37838,74,-0.04134,-0.12304,-0.09973,-0.35318,0.28571,105,-0.06805,-0.21018,-0.01224,0.02341,-0.02479,0.04883,-0.15566,-0.17640,-0.28827,0.00200,-0.13909,-0.12044,-0.01841,0.04849,0.11294,-0.14304,0.02457,-0.13244,-0.08508,-0.05385,-0.09418,0.00263,0.01832,0.01237,19,0.75000,0.25000,-0.04503,-0.13536,0.40881,636,-0.04744,-0.13124,-0.01413,-0.03913,0.42857,343,-0.03850,-0.10689,True,,False,年度一致率0.53<0.55;|val ICIR|=-0.039<0.1,False,淘汰,共线性簇#2败给VOL15
MIN20,彩票,False,-0.01540,-0.04209,0.41892,74,-0.02519,-0.06481,0.07211,0.21384,0.63810,105,0.04738,0.14467,0.10037,-0.08428,0.02793,0.00208,-0.01174,0.11916,0.38095,-0.04413,0.31635,0.03567,0.03229,-0.01145,-0.05729,0.17775,-0.03634,0.13400,0.03855,0.00955,0.04593,0.03715,0.08922,-0.01168,19,0.00000,1.00000,0.02435,0.06822,0.50472,636,-0.01974,-0.05191,0.04439,0.11807,0.53353,343,0.01064,0.02699,False,符号相反;年度一致率0.00<0.55,True,,False,淘汰,主池三关未过: 符号相反;年度一致率0.00<0.55
MKT_RET20,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_MA60,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_AVG_AMP,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SYNC_SCORE,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
LIMITCNT20,制度,False,-0.00568,-0.01743,0.47541,61,0.02170,0.06117,-0.11517,-0.37482,0.36264,91,-0.08067,-0.23784,-0.19445,0.21109,-0.06750,0.00566,-0.22085,-0.62910,-0.07475,0.03643,-0.06862,-0.03992,0.00092,-0.05057,-0.02811,-0.20586,0.01345,-0.08696,-0.06131,-0.04067,-0.12937,0.04071,0.01314,0.06426,17,1.00000,0.00000,-0.04777,-0.14822,0.39630,487,-0.05243,-0.14834,-0.01149,-0.02928,0.50649,231,-0.01365,-0.03509,True,,False,|val ICIR|=-0.029<0.1,False,B,主池过、备池未过: |val ICIR|=-0.029<0.1
LIMITDOWN_CNT20,制度,False,0.07116,0.25765,0.61538,26,0.11980,0.34678,-0.06099,-0.23829,0.50000,22,-0.15335,-0.44161,-0.02158,-0.06494,,-0.00562,0.03633,0.25000,-0.40928,0.02194,-0.32782,0.03519,-0.09884,-0.15570,0.00683,-0.20672,-0.01759,-0.07414,-0.13101,-0.02528,-0.26429,0.02318,-0.13093,0.02818,11,0.00000,0.00000,-0.04362,-0.14323,0.37621,311,-0.00388,-0.01131,-0.09667,-0.24259,0.37500,72,-0.03394,-0.09993,False,符号相反;年度一致率0.00<0.55,True,,False,淘汰,主池三关未过: 符号相反;年度一致率0.00<0.55
MACD_DIF_NORM,技术指标,False,-0.09488,-0.32430,0.31081,74,-0.05916,-0.15689,-0.05847,-0.19525,0.40952,105,-0.05550,-0.15094,-0.11891,-0.09003,-0.07906,-0.09404,-0.13455,0.09331,-0.00540,-0.04939,-0.09333,-0.15730,-0.04468,-0.11539,0.00580,0.01115,-0.06644,0.04310,-0.07248,-0.05865,-0.02971,0.03487,0.06984,-0.00439,19,0.75000,0.25000,-0.06230,-0.17276,0.36950,636,-0.05831,-0.15745,0.02048,0.05696,0.46647,343,-0.02237,-0.05871,True,,False,符号相反;|val ICIR|=0.057<0.1,False,淘汰,共线性簇#5败给DIV_ZERO_AXIS_DEPTH
MACD_HIST,技术指标,False,-0.05550,-0.18096,0.35135,74,-0.11345,-0.33500,0.00607,0.01793,0.43810,105,-0.04563,-0.12770,0.18082,-0.09214,0.00486,-0.17228,-0.00792,-0.12290,-0.21380,0.10044,0.13356,0.14653,0.00760,-0.00149,-0.05471,-0.09591,0.10476,0.00877,0.05049,-0.03636,0.02386,0.02152,0.08451,0.01758,19,0.50000,0.50000,0.00676,0.01916,0.48113,636,-0.02789,-0.07600,0.04171,0.11294,0.52187,343,0.00696,0.01873,False,符号相反;年度一致率0.50<0.55;|val ICIR|=0.018<0.1,True,,False,淘汰,主池三关未过: 符号相反;年度一致率0.50<0.55;|val ICIR|=0.018<0.1
MACD_HIST_SLOPE5,技术指标,False,0.01647,0.04997,0.47297,74,-0.07032,-0.19208,0.02432,0.07376,0.49524,105,-0.04427,-0.12764,-0.02773,0.00707,0.03233,-0.06782,-0.04515,-0.09528,-0.28819,0.01020,0.01531,0.09009,0.01204,0.09838,-0.17953,-0.15349,0.03616,-0.07805,-0.08508,-0.03249,0.05096,0.03094,0.00232,0.02863,19,0.75000,0.75000,-0.02839,-0.08166,0.42296,636,-0.03645,-0.10367,0.02605,0.07353,0.48397,343,0.00992,0.02697,False,|val ICIR|=0.074<0.1,False,符号相反;年度一致率0.42<0.55;|val ICIR|=0.074<0.1,False,淘汰,主池三关未过: |val ICIR|=0.074<0.1
MACD_ZERO_CROSS,技术指标,False,0.00622,0.02006,0.52778,36,0.03284,0.11181,0.07232,0.22285,0.58000,50,0.03499,0.12553,-0.04601,,-0.05177,-0.10127,0.22065,,0.25000,0.01678,,,-0.09512,-0.19091,-0.03035,-0.14564,-0.11603,0.05719,-0.19305,0.02294,-0.03616,0.04056,0.08009,0.15993,8,0.75000,0.75000,-0.06375,-0.20296,0.41379,116,-0.05712,-0.18119,0.06263,0.16698,0.61856,97,0.00289,0.00867,True,,False,符号相反;年度一致率0.50<0.55,False,B,主池过、备池未过: 符号相反;年度一致率0.50<0.55
RSI6,技术指标,False,-0.05034,-0.16249,0.40541,74,-0.09812,-0.25823,0.02811,0.08225,0.49524,105,-0.06712,-0.19210,-0.02636,-0.17251,-0.00271,-0.09252,-0.09274,0.10050,-0.43419,-0.02348,0.12318,0.09778,0.04601,0.00416,-0.04004,-0.06576,-0.00089,-0.04876,0.00098,0.00783,0.00198,0.08891,0.09968,0.01237,19,0.50000,0.50000,-0.01525,-0.04326,0.43396,636,-0.08437,-0.22282,0.05189,0.14323,0.52187,343,-0.04623,-0.11447,False,符号相反;年度一致率0.50<0.55;|val ICIR|=0.082<0.1,False,符号相反;年度一致率0.53<0.55,False,淘汰,主池三关未过: 符号相反;年度一致率0.50<0.55;|val ICIR|=0.082<0.1
RSI14,技术指标,False,-0.09551,-0.30419,0.31081,74,-0.11727,-0.28334,0.00695,0.02393,0.40952,105,-0.05165,-0.13249,-0.07414,-0.08619,-0.04336,-0.07002,-0.11317,0.18889,-0.09665,-0.04279,0.04565,-0.07589,-0.01979,-0.01766,-0.04409,-0.06547,0.00308,-0.01376,-0.05177,-0.03469,-0.02011,0.10415,0.08385,-0.01457,19,0.50000,0.50000,-0.04133,-0.11820,0.41038,636,-0.09262,-0.24785,0.03729,0.10256,0.52187,343,-0.03921,-0.09754,False,符号相反;年度一致率0.50<0.55;|val ICIR|=0.024<0.1,False,符号相反,False,淘汰,主池三关未过: 符号相反;年度一致率0.50<0.55;|val ICIR|=0.024<0.1
BIAS20,技术指标,False,-0.09819,-0.32027,0.36486,74,-0.14808,-0.37748,-0.01125,-0.03306,0.40952,105,-0.09560,-0.25266,-0.02142,-0.20375,-0.05863,-0.09539,-0.08557,0.04475,-0.21505,-0.02654,0.21816,0.02505,0.04653,0.00513,-0.03267,-0.07908,0.02640,0.00302,-0.00660,-0.02065,-0.00865,0.09104,0.08947,0.01731,19,0.75000,0.25000,-0.02154,-0.06229,0.41352,636,-0.07466,-0.19712,0.04748,0.13279,0.51895,343,-0.03920,-0.09870,False,|val ICIR|=-0.033<0.1,False,符号相反,False,淘汰,主池三关未过: |val ICIR|=-0.033<0.1
BIAS60,技术指标,False,-0.08648,-0.28559,0.31081,74,-0.12438,-0.29046,-0.02833,-0.09027,0.48571,105,-0.05509,-0.14323,-0.13404,-0.05796,-0.03792,-0.04377,-0.07156,0.15309,0.04209,-0.07892,-0.08752,-0.09570,-0.07564,-0.09926,-0.03698,-0.06949,-0.09055,-0.01839,-0.05524,-0.03470,-0.02665,0.06244,0.08237,-0.00354,19,0.75000,0.25000,-0.05714,-0.16143,0.37736,636,-0.07996,-0.20449,0.03045,0.08211,0.49563,343,-0.03188,-0.07635,False,|val ICIR|=-0.090<0.1,False,符号相反;|val ICIR|=0.082<0.1,False,淘汰,主池三关未过: |val ICIR|=-0.090<0.1
BOLL_SQUEEZE,技术指标,False,-0.01849,-0.08926,0.46154,13,0.00713,0.02475,-0.07824,-0.31772,0.47059,34,0.01740,0.07593,-0.20000,,0.25288,0.01568,,,,,,,,-0.21822,,0.32181,,0.19381,-0.08839,0.14243,-0.05207,-0.00661,0.25613,-0.08738,3,0.50000,0.50000,0.06022,0.15625,0.54348,46,0.05787,0.16408,0.03719,0.10906,0.63333,30,0.03867,0.17832,False,年度一致率0.50<0.55,False,年度一致率0.33<0.55,False,淘汰,主池三关未过: 年度一致率0.50<0.55
DIST_SUPPORT20,位置结构,False,-0.08932,-0.27159,0.40541,74,-0.11513,-0.30366,-0.06671,-0.21734,0.34286,105,-0.06871,-0.19433,-0.11370,-0.11797,-0.04940,-0.09440,-0.12216,-0.28101,-0.41467,-0.02986,0.09789,-0.04528,0.01448,0.03741,-0.02689,-0.08629,0.05817,-0.12135,-0.05419,-0.04249,-0.10742,-0.01764,0.01429,-0.01587,19,1.00000,0.00000,-0.04778,-0.14198,0.40881,636,-0.06153,-0.16806,-0.02929,-0.08576,0.42857,343,-0.05745,-0.15337,True,,False,|val ICIR|=-0.086<0.1,False,B,主池过、备池未过: |val ICIR|=-0.086<0.1
