,2022,2023,2024,2025,mean_delta,years_above_null95
ret_overnight_z,0.0,0.0,0.0,0.0,0.0,0
intraday_pos_z,0.0,0.0,0.0,0.0,0.0,0
ret_overnight,0.0,0.0,0.0,0.0,0.0,0
vol_gk_lag_1_z,0.0,0.0,0.0,0.0,0.0,0
amplitude_lag_5_z,0.0,0.0,0.0,0.0,0.0,0
amplitude_lag_1_z,0.0,0.0,0.0,0.0,0.0,0
return_lag_20_z,0.0,0.0,0.0,0.0,0.0,0
return_lag_10_z,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio_lag_3,0.0,0.0,0.0,0.0,0.0,0
amplitude_lag_5,0.0,0.0,0.0,0.0,0.0,0
amplitude_lag_3,0.0,0.0,0.0,0.0,0.0,0
open_lag_30,0.0,0.0,0.0,0.0,0.0,0
close_lag_30,0.0,0.0,0.0,0.0,0.0,0
low_lag_25,0.0,0.0,0.0,0.0,0.0,0
high_lag_25,0.0,0.0,0.0,0.0,0.0,0
support_resistance_ratio_lag_3_z,0.0,0.0,0.0,0.0,0.0,0
ret_intraday_lag_3_z,0.0,0.0,0.0,0.0,0.0,0
ret_overnight_lag_3_z,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio_lag_3_z,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio_lag_1_z,0.0,0.0,0.0,0.0,0.0,0
close_lag_25,0.0,0.0,0.0,0.0,0.0,0
volume_lag_20,0.0,0.0,0.0,0.0,0.0,0
close_lag_20,0.0,0.0,0.0,0.0,0.0,0
low_lag_15,0.0,0.0,0.0,0.0,0.0,0
high_lag_15,0.0,0.0,0.0,0.0,0.0,0
open_lag_15,0.0,0.0,0.0,0.0,0.0,0
smart_money_diff_lag_1_z,0.0,0.0,0.0,0.0,0.0,0
efficiency_ratio_lag_1_z,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio_lag_10_z,0.0,0.0,0.0,0.0,0.0,0
vol_gk_lag_10_z,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio_lag_5_z,0.0,0.0,0.0,0.0,0.0,0
high_mean_20,0.0,0.0,0.0,0.0,0.0,0
smart_money_diff,0.0,0.0,0.0,0.0,0.0,0
ret_intraday,0.0,0.0,0.0,0.0,0.0,0
intraday_pos_lag_3,0.0,0.0,0.0,0.0,0.0,0
intraday_pos_lag_2,0.0,0.0,0.0,0.0,0.0,0
intraday_pos_lag_1,0.0,0.0,0.0,0.0,0.0,0
return_lag_5,0.0,0.0,0.0,0.0,0.0,0
return_lag_3,0.0,0.0,0.0,0.0,0.0,0
return_lag_2,0.0,0.0,0.0,0.0,0.0,0
return_lag_1,0.0,0.0,0.0,0.0,0.0,0
ret_intraday_lag_3,0.0,0.0,0.0,0.0,0.0,0
ret_overnight_lag_3,0.0,0.0,0.0,0.0,0.0,0
smart_money_diff_lag_3,0.0,0.0,0.0,0.0,0.0,0
efficiency_ratio_lag_3,0.0,0.0,0.0,0.0,0.0,0
illiq_lag_3,0.0,0.0,0.0,0.0,0.0,0
ret_overnight_lag_1,0.0,0.0,0.0,0.0,0.0,0
smart_money_diff_lag_1,0.0,0.0,0.0,0.0,0.0,0
efficiency_ratio_lag_1,0.0,0.0,0.0,0.0,0.0,0
vol_gk_lag_5_z,0.0,0.0,0.0,0.0,0.0,0
obv_rankpct,0.0,0.0,0.0,0.0,0.0,0
volume_ma_20_rankpct,0.0,0.0,0.0,0.0,0.0,0
bb_lower_rankpct,0.0,0.0,0.0,0.0,0.0,0
bb_middle_rankpct,0.0,0.0,0.0,0.0,0.0,0
bb_upper_rankpct,0.0,0.0,0.0,0.0,0.0,0
ma_60_rankpct,0.0,0.0,0.0,0.0,0.0,0
ma_20_rankpct,0.0,0.0,0.0,0.0,0.0,0
ma_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
illiq_lag_1,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio_lag_10,0.0,0.0,0.0,0.0,0.0,0
vol_gk_lag_10,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio_lag_5,0.0,0.0,0.0,0.0,0.0,0
vol_gk_lag_5,0.0,0.0,0.0,0.0,0.0,0
volume_rankpct,0.0,0.0,0.0,0.0,0.0,0
cs_n,0.0,0.0,0.0,0.0,0.0,0
market_sentiment,0.0,0.0,0.0,0.0,0.0,0
efficiency_ratio_lag_5,0.0,0.0,0.0,0.0,0.0,0
intraday_pos,0.0,0.0,0.0,0.0,0.0,0
efficiency_ratio,0.0,0.0,0.0,0.0,0.0,0
